gene	length
CARHR072030	2876
CARHR265500	784
CARHR054770	369
CARHR145820	2017
CARHR046500	2661
CARHR073780	499
CARHR077200	423
CARHR261610	1929
CARHR143250	2259
CARHR292070	2155
CARHR182810	1254
CARHR269420	927
CARHR192850	642
CARHR072780	1242
CARHR186310	1542
CARHR156790	249
CARHR230610	1434
CARHR151220	2168
CARHR180410	303
CARHR006610	495
CARHR067800	525
CARHR210690	507
CARHR144150	2031
CARHR228300	348
CARHR211340	1083
CARHR100100	869
CARHR197320	1917
CARHR160030	1854
CARHR254150	510
CARHR278500	1245
CARHR101270	429
CARHR216690	1296
CARHR255200	1104
CARHR275150	3604
CARHR264670	663
CARHR269280	2167
CARHR107820	1742
CARHR081340	710
CARHR048060	2160
CARHR260560	243
CARHR050250	450
CARHR268770	315
CARHR036910	842
CARHR140700	2530
CARHR070250	1125
CARHR021310	2501
CARHR016270	5193
CARHR294020	1805
CARHR022950	1689
CARHR141250	1252
CARHR268480	231
CARHR289470	1359
CARHR061400	1638
CARHR139310	1714
CARHR162260	2445
CARHR134540	279
CARHR060060	3020
CARHR130430	1773
CARHR192830	666
CARHR154390	438
CARHR078790	1251
CARHR055020	1602
CARHR212860	2960
CARHR216520	900
CARHR056590	798
CARHR102990	345
CARHR113190	1203
CARHR030810	471
CARHR198980	435
CARHR075170	2596
CARHR079840	720
CARHR115930	1242
CARHR051610	1206
CARHR146700	1122
CARHR031140	1410
CARHR267930	1296
CARHR070520	2034
CARHR056040	1026
CARHR155920	2561
CARHR071690	2822
CARHR085810	972
CARHR113440	1533
CARHR133010	1053
CARHR225910	1161
CARHR258510	1137
CARHR195710	1581
CARHR142930	573
CARHR035390	1269
CARHR224060	195
CARHR029040	333
CARHR185130	585
CARHR009130	2193
CARHR008260	3959
CARHR141020	2539
CARHR145100	1424
CARHR087710	1229
CARHR221740	1200
CARHR262140	1323
CARHR220290	2057
CARHR203270	222
CARHR205020	1044
CARHR256160	639
CARHR204770	744
CARHR088470	1515
CARHR057310	3324
CARHR200210	4086
CARHR253530	665
CARHR039770	3831
CARHR284970	1962
CARHR112710	219
CARHR216730	2967
CARHR031850	285
CARHR247910	2801
CARHR205790	2502
CARHR176930	1303
CARHR223110	630
CARHR024440	692
CARHR032620	1047
CARHR209070	1269
CARHR193160	579
CARHR038480	650
CARHR144830	2040
CARHR022130	2787
CARHR179740	2693
CARHR132050	312
CARHR106690	561
CARHR086040	1323
CARHR245220	2234
CARHR136990	3019
CARHR227740	1769
CARHR170650	3076
CARHR203740	903
CARHR007200	984
CARHR223240	1734
CARHR041020	3213
CARHR073990	1422
CARHR249920	237
CARHR177920	726
CARHR103310	1182
CARHR194530	1605
CARHR041300	501
CARHR100660	954
CARHR203290	3168
CARHR274360	516
CARHR265260	2547
CARHR277940	4778
CARHR131500	1424
CARHR154620	1429
CARHR107120	1134
CARHR159210	1353
CARHR033170	1923
CARHR068840	2288
CARHR232420	366
CARHR153070	1287
CARHR128880	1148
CARHR030480	942
CARHR081900	741
CARHR243450	1491
CARHR135080	851
CARHR173350	1271
CARHR006550	1693
CARHR081960	1530
CARHR208670	1431
CARHR080050	1677
CARHR085020	2777
CARHR069430	1125
CARHR226030	2218
CARHR133860	3786
CARHR162200	3361
CARHR222590	798
CARHR285310	579
CARHR108090	327
CARHR233480	2913
CARHR128770	520
CARHR163150	1413
CARHR092490	522
CARHR135330	1802
CARHR283410	621
CARHR069380	264
CARHR083650	522
CARHR202160	723
CARHR222620	1533
CARHR025030	666
CARHR207530	2267
CARHR108320	1152
CARHR206660	2467
CARHR218800	1251
CARHR152300	938
CARHR047070	1576
CARHR234280	186
CARHR238700	2985
CARHR033820	1533
CARHR229680	1674
CARHR172400	1659
CARHR176380	261
CARHR000890	1500
CARHR038100	1062
CARHR094900	3433
CARHR187670	372
CARHR118960	5795
CARHR132730	360
CARHR084370	297
CARHR030730	436
CARHR279200	1631
CARHR122590	402
CARHR062520	1227
CARHR031460	2691
CARHR015890	585
CARHR085040	381
CARHR234130	687
CARHR147120	1341
CARHR033220	1113
CARHR134060	363
CARHR229970	1844
CARHR037940	471
CARHR273750	990
CARHR018910	327
CARHR281110	6754
CARHR225070	1952
CARHR005110	2948
CARHR154850	499
CARHR228080	3705
CARHR004350	2820
CARHR062290	477
CARHR224300	897
CARHR009670	1219
CARHR164310	1625
CARHR247920	1128
CARHR179710	558
CARHR176960	1161
CARHR231500	2672
CARHR133540	673
CARHR280440	1063
CARHR191800	947
CARHR239070	7956
CARHR002660	321
CARHR271450	1268
CARHR039270	1266
CARHR043790	567
CARHR004790	1077
CARHR174520	3566
CARHR049530	1176
CARHR089460	1926
CARHR277120	246
CARHR123640	2134
CARHR097880	396
CARHR280990	1500
CARHR045430	513
CARHR169690	1726
CARHR014410	2430
CARHR186150	1366
CARHR126030	5085
CARHR129020	1256
CARHR183300	162
CARHR151020	765
CARHR247690	723
CARHR180650	1884
CARHR096670	745
CARHR188460	2477
CARHR292500	1428
CARHR013820	1901
CARHR169340	2207
CARHR204980	1724
CARHR082020	834
CARHR241510	735
CARHR186480	3345
CARHR236570	1419
CARHR293450	1334
CARHR001310	1941
CARHR054570	1203
CARHR254310	3131
CARHR255040	2007
CARHR165440	1043
CARHR059120	393
CARHR188790	1552
CARHR003220	834
CARHR048660	1029
CARHR200150	2561
CARHR011540	3061
CARHR045290	2186
CARHR019390	1122
CARHR111730	561
CARHR083260	2517
CARHR094290	318
CARHR126690	201
CARHR160540	693
CARHR044740	690
CARHR255590	309
CARHR116960	600
CARHR021150	624
CARHR162940	4233
CARHR098890	883
CARHR288850	1029
CARHR120690	3171
CARHR236390	3565
CARHR094120	3951
CARHR126960	222
CARHR090630	201
CARHR081590	2658
CARHR237620	1572
CARHR122270	962
CARHR187350	579
CARHR154540	1188
CARHR150040	858
CARHR021480	642
CARHR018530	2115
CARHR181210	942
CARHR016700	414
CARHR019970	459
CARHR118510	1770
CARHR012010	627
CARHR211890	873
CARHR110060	2178
CARHR289100	393
CARHR081040	1823
CARHR061170	1580
CARHR193510	1261
CARHR216320	853
CARHR199610	417
CARHR010700	2180
CARHR192640	500
CARHR294100	2092
CARHR252060	885
CARHR084570	2437
CARHR050980	3435
CARHR082010	1386
CARHR243820	468
CARHR195910	1783
CARHR167590	828
CARHR099760	1434
CARHR020680	1176
CARHR095650	6551
CARHR051050	3227
CARHR247110	2012
CARHR242190	777
CARHR219360	270
CARHR163600	4436
CARHR167980	1787
CARHR102200	865
CARHR266860	642
CARHR113600	987
CARHR207270	2296
CARHR153530	626
CARHR020350	2691
CARHR117770	2267
CARHR186970	315
CARHR080310	273
CARHR208530	1396
CARHR071900	1809
CARHR157090	552
CARHR239910	3356
CARHR148720	765
CARHR053980	1218
CARHR065500	3721
CARHR092560	1173
CARHR190730	1879
CARHR158310	1800
CARHR029530	918
CARHR216810	4553
CARHR185440	1632
CARHR256760	2496
CARHR013050	1245
CARHR056200	453
CARHR230210	1527
CARHR246240	1069
CARHR064450	2477
CARHR253730	480
CARHR183840	1484
CARHR198250	3741
CARHR212080	2793
CARHR214410	252
CARHR267400	213
CARHR068170	2691
CARHR250420	2226
CARHR143860	624
CARHR115600	2448
CARHR053360	3051
CARHR114950	1236
CARHR253880	540
CARHR260830	576
CARHR092380	552
CARHR142400	1761
CARHR146980	1623
CARHR197420	2341
CARHR062880	1125
CARHR068280	2321
CARHR106450	3196
CARHR251530	1311
CARHR032390	2572
CARHR157320	3536
CARHR230130	951
CARHR227500	4222
CARHR144580	3900
CARHR156050	648
CARHR007040	3333
CARHR022440	1204
CARHR137590	282
CARHR262570	1867
CARHR250280	3494
CARHR245470	1053
CARHR012830	969
CARHR026350	854
CARHR093380	2805
CARHR147580	1822
CARHR270440	174
CARHR194730	1296
CARHR067100	471
CARHR072590	240
CARHR197280	972
CARHR254050	1592
CARHR145980	1586
CARHR274160	753
CARHR049270	498
CARHR178200	3642
CARHR147630	1413
CARHR196770	342
CARHR255900	1475
CARHR251480	780
CARHR107320	2568
CARHR103660	675
CARHR194880	2054
CARHR098400	387
CARHR100310	381
CARHR048260	444
CARHR211130	762
CARHR036890	219
CARHR278310	1780
CARHR265710	474
CARHR145670	303
CARHR005460	1495
CARHR109430	837
CARHR090050	1101
CARHR006790	597
CARHR034330	1728
CARHR077410	3294
CARHR196480	774
CARHR261000	201
CARHR190890	616
CARHR136240	1971
CARHR140000	606
CARHR024840	711
CARHR104020	276
CARHR128430	2206
CARHR075810	411
CARHR268520	1329
CARHR135530	1492
CARHR223990	3833
CARHR073240	1947
CARHR131620	1430
CARHR139430	1665
CARHR275690	2706
CARHR085590	1673
CARHR222020	2277
CARHR066760	1191
CARHR284350	416
CARHR061230	480
CARHR105370	210
CARHR131190	5663
CARHR152050	297
CARHR118330	900
CARHR275340	3959
CARHR074140	2418
CARHR199930	1324
CARHR050040	639
CARHR084170	798
CARHR104140	195
CARHR128570	537
CARHR127310	1403
CARHR030130	1275
CARHR055270	600
CARHR031260	1812
CARHR279440	3798
CARHR105230	297
CARHR125120	1335
CARHR267870	393
CARHR037850	1188
CARHR134660	507
CARHR139290	1422
CARHR130570	768
CARHR260060	960
CARHR138740	798
CARHR184180	2022
CARHR225270	1602
CARHR083330	760
CARHR015700	795
CARHR097510	1500
CARHR074350	1125
CARHR071240	834
CARHR184450	1854
CARHR071570	1041
CARHR175850	1008
CARHR240620	3002
CARHR009300	1388
CARHR220310	396
CARHR287190	591
CARHR089660	1800
CARHR000420	1881
CARHR156530	303
CARHR148450	2003
CARHR285900	399
CARHR008650	429
CARHR225890	2803
CARHR043800	585
CARHR142870	273
CARHR279990	255
CARHR205610	318
CARHR032980	1470
CARHR277450	423
CARHR261820	1422
CARHR273340	705
CARHR023180	2088
CARHR209910	2566
CARHR229270	1762
CARHR076730	755
CARHR230920	1300
CARHR137920	1277
CARHR025920	3084
CARHR003020	1134
CARHR070630	1710
CARHR023450	1236
CARHR171480	171
CARHR175900	741
CARHR228940	1801
CARHR036470	2247
CARHR087520	5796
CARHR072920	1792
CARHR108500	333
CARHR260820	1188
CARHR174050	2718
CARHR177880	1402
CARHR249880	414
CARHR171730	1296
CARHR270100	1263
CARHR088200	5663
CARHR218210	297
CARHR283990	438
CARHR290970	2727
CARHR132150	1473
CARHR084950	1311
CARHR090430	3275
CARHR170280	1041
CARHR271850	3546
CARHR106150	813
CARHR155030	1338
CARHR177770	1302
CARHR202820	4963
CARHR103500	480
CARHR041510	291
CARHR120320	1491
CARHR236800	4160
CARHR204250	1870
CARHR143960	3462
CARHR232380	1149
CARHR090380	210
CARHR281730	3082
CARHR081200	1056
CARHR078110	2042
CARHR229360	1670
CARHR155780	1056
CARHR159000	441
CARHR033320	501
CARHR074800	537
CARHR232650	1776
CARHR251510	957
CARHR285290	2160
CARHR002040	1408
CARHR203150	576
CARHR039890	1482
CARHR233380	1545
CARHR036660	3328
CARHR219160	747
CARHR243560	2517
CARHR161960	1920
CARHR287670	705
CARHR006960	1422
CARHR162430	1413
CARHR166990	4108
CARHR226200	1863
CARHR285120	2151
CARHR248820	3335
CARHR040640	2029
CARHR044940	1167
CARHR173250	309
CARHR047910	2988
CARHR208730	3513
CARHR119910	363
CARHR207700	6156
CARHR030670	297
CARHR124310	813
CARHR247670	6232
CARHR146010	1729
CARHR233520	939
CARHR237860	2689
CARHR135270	468
CARHR127950	3251
CARHR149030	717
CARHR001530	1140
CARHR208880	1049
CARHR288520	1711
CARHR064610	1779
CARHR037130	243
CARHR036220	3249
CARHR063040	570
CARHR018890	522
CARHR043340	2098
CARHR228120	465
CARHR214650	303
CARHR005090	2278
CARHR284650	1941
CARHR290370	2514
CARHR283600	825
CARHR158660	1487
CARHR004610	4476
CARHR164870	1069
CARHR069190	2224
CARHR052210	396
CARHR176020	729
CARHR003870	4128
CARHR213150	564
CARHR053160	4235
CARHR175590	1254
CARHR018760	1293
CARHR241230	4590
CARHR163470	1891
CARHR276190	3528
CARHR122410	2850
CARHR238510	702
CARHR187270	1719
CARHR270930	738
CARHR172610	860
CARHR201700	1368
CARHR038310	603
CARHR157520	1410
CARHR092810	453
CARHR175040	231
CARHR095840	882
CARHR156690	249
CARHR148810	1397
CARHR062310	996
CARHR276440	2070
CARHR164290	1526
CARHR042430	1059
CARHR046390	2154
CARHR207850	1565
CARHR168730	336
CARHR093140	1014
CARHR235160	1275
CARHR282550	234
CARHR205930	1839
CARHR028970	1232
CARHR292200	795
CARHR129270	4082
CARHR293550	1215
CARHR183530	390
CARHR186720	1023
CARHR254290	207
CARHR058150	663
CARHR012580	4744
CARHR240540	2209
CARHR164120	2359
CARHR215210	3370
CARHR219940	1759
CARHR179960	549
CARHR235290	456
CARHR153310	549
CARHR075000	423
CARHR054300	1083
CARHR058480	189
CARHR174310	1462
CARHR270360	189
CARHR049700	2508
CARHR277710	1920
CARHR289600	849
CARHR046970	651
CARHR161510	1220
CARHR013980	321
CARHR169060	1275
CARHR048250	2783
CARHR121440	201
CARHR044530	1663
CARHR117480	402
CARHR203830	210
CARHR110450	321
CARHR093850	1497
CARHR127130	1389
CARHR235830	849
CARHR188610	1286
CARHR249690	1473
CARHR013670	936
CARHR287580	579
CARHR151080	645
CARHR181970	438
CARHR082270	1116
CARHR283380	459
CARHR016000	2691
CARHR237470	435
CARHR017350	1236
CARHR193490	981
CARHR180370	294
CARHR255650	2370
CARHR179490	465
CARHR034270	597
CARHR059350	402
CARHR288950	1689
CARHR060920	648
CARHR111500	3304
CARHR166560	1140
CARHR019580	3041
CARHR252920	2756
CARHR243160	519
CARHR055470	246
CARHR065200	963
CARHR147540	705
CARHR193720	492
CARHR269900	630
CARHR181390	797
CARHR114360	1518
CARHR217840	264
CARHR021720	318
CARHR189560	981
CARHR050530	1170
CARHR161050	1086
CARHR244670	1896
CARHR248120	627
CARHR268050	504
CARHR242780	1243
CARHR212360	2327
CARHR207240	3117
CARHR026970	609
CARHR256350	324
CARHR291840	1391
CARHR052970	1001
CARHR181020	801
CARHR016910	1305
CARHR091170	486
CARHR243780	411
CARHR191380	657
CARHR148020	1323
CARHR012200	2121
CARHR198860	1173
CARHR184610	513
CARHR221200	327
CARHR247090	1995
CARHR195890	1509
CARHR220150	879
CARHR259830	261
CARHR064550	753
CARHR199400	2838
CARHR060070	3975
CARHR024230	1038
CARHR028560	1845
CARHR245780	1497
CARHR182610	363
CARHR294310	462
CARHR191650	1557
CARHR167380	312
CARHR163800	3218
CARHR263510	640
CARHR146350	711
CARHR247320	1634
CARHR245250	909
CARHR113830	3357
CARHR028690	309
CARHR020840	1110
CARHR257400	1645
CARHR253380	690
CARHR117100	2109
CARHR174890	447
CARHR092480	321
CARHR035740	1059
CARHR149370	372
CARHR032210	534
CARHR035110	219
CARHR261590	636
CARHR091820	510
CARHR136890	1113
CARHR023610	261
CARHR194380	2802
CARHR063520	4524
CARHR138940	2960
CARHR027760	333
CARHR092730	1527
CARHR158500	4060
CARHR078710	1655
CARHR025500	2765
CARHR227310	2310
CARHR253960	2229
CARHR258000	360
CARHR146820	1775
CARHR068320	2588
CARHR157940	1000
CARHR116270	1638
CARHR106790	285
CARHR194960	666
CARHR251520	1737
CARHR257590	958
CARHR210180	738
CARHR282650	354
CARHR144460	341
CARHR260640	189
CARHR108620	1383
CARHR100430	1503
CARHR137410	1767
CARHR278870	2593
CARHR265030	6092
CARHR026490	249
CARHR093460	468
CARHR073890	2586
CARHR025610	771
CARHR264340	222
CARHR018550	1896
CARHR269590	1736
CARHR210450	1224
CARHR098230	1827
CARHR130820	1335
CARHR108190	1488
CARHR072410	1359
CARHR076970	972
CARHR016140	696
CARHR034160	861
CARHR086940	702
CARHR026140	2668
CARHR177570	465
CARHR241040	2103
CARHR269040	1167
CARHR226440	603
CARHR066040	1797
CARHR285720	408
CARHR007580	1071
CARHR034820	1500
CARHR278290	339
CARHR132540	1917
CARHR100290	444
CARHR281430	1682
CARHR109570	1047
CARHR274730	5083
CARHR259060	1866
CARHR214270	564
CARHR265690	288
CARHR223540	4584
CARHR101740	1925
CARHR196520	4551
CARHR061110	741
CARHR273960	1995
CARHR124150	1137
CARHR281380	2106
CARHR263690	714
CARHR278120	549
CARHR265960	366
CARHR006180	1803
CARHR105910	336
CARHR077620	279
CARHR234410	1477
CARHR085410	2197
CARHR261270	816
CARHR290750	1992
CARHR033650	948
CARHR239620	680
CARHR141140	1227
CARHR030300	957
CARHR263520	480
CARHR124480	3688
CARHR268310	393
CARHR039420	514
CARHR135700	1476
CARHR087300	2085
CARHR075660	309
CARHR284090	264
CARHR006230	1185
CARHR131010	1227
CARHR083810	1650
CARHR031650	771
CARHR275060	3239
CARHR070010	795
CARHR134250	942
CARHR199870	1095
CARHR226990	3198
CARHR084450	516
CARHR133700	1428
CARHR014660	1518
CARHR138530	210
CARHR228450	399
CARHR241030	1185
CARHR258820	3669
CARHR173980	1667
CARHR035880	1122
CARHR224590	585
CARHR125680	249
CARHR172050	999
CARHR009400	1272
CARHR241780	1670
CARHR276600	1728
CARHR001180	780
CARHR292660	177
CARHR125350	1109
CARHR272770	2145
CARHR200500	3365
CARHR178720	1620
CARHR144010	1248
CARHR217190	294
CARHR129470	459
CARHR156900	243
CARHR083100	1939
CARHR230880	693
CARHR015130	853
CARHR170980	465
CARHR070900	3870
CARHR086160	369
CARHR187330	468
CARHR287010	348
CARHR018330	2595
CARHR000580	3178
CARHR008750	888
CARHR130050	417
CARHR175200	1807
CARHR160330	1564
CARHR076500	1192
CARHR035010	555
CARHR090650	3331
CARHR218070	879
CARHR204860	1584
CARHR088900	375
CARHR270600	1164
CARHR209890	2201
CARHR170360	1764
CARHR271950	6194
CARHR007910	1458
CARHR110610	1095
CARHR205400	2000
CARHR201980	905
CARHR282140	195
CARHR089360	1703
CARHR249450	378
CARHR097750	1470
CARHR082470	1731
CARHR236100	582
CARHR087480	423
CARHR209760	4265
CARHR237270	2613
CARHR095440	1026
CARHR203580	1299
CARHR127440	663
CARHR096040	2830
CARHR231820	2502
CARHR131830	1020
CARHR112310	1997
CARHR123350	1270
CARHR159900	1401
CARHR200580	843
CARHR010190	3008
CARHR283810	1435
CARHR019740	1733
CARHR160910	974
CARHR284840	1338
CARHR155590	5942
CARHR151130	1179
CARHR290080	309
CARHR292810	3051
CARHR202980	1519
CARHR208380	1083
CARHR041490	2943
CARHR200630	2005
CARHR120540	923
CARHR045930	391
CARHR178950	1104
CARHR192030	1107
CARHR088010	2612
CARHR066850	705
CARHR218400	1700
CARHR044040	3896
CARHR282850	1514
CARHR212160	2052
CARHR242540	1620
CARHR119890	2941
CARHR047890	1895
CARHR096930	2037
CARHR202670	2578
CARHR246430	1068
CARHR041720	2340
CARHR150410	862
CARHR114260	2346
CARHR148220	435
CARHR090190	1617
CARHR121840	465
CARHR065040	3968
CARHR036140	3787
CARHR152810	705
CARHR208960	3995
CARHR047760	903
CARHR234990	2641
CARHR238230	501
CARHR060270	1983
CARHR033510	1374
CARHR229190	1338
CARHR166810	4801
CARHR288280	276
CARHR094470	2239
CARHR148590	753
CARHR195560	990
CARHR167140	2163
CARHR289880	396
CARHR288750	1882
CARHR069010	1659
CARHR193810	705
CARHR189150	599
CARHR213690	2936
CARHR245010	513
CARHR280560	3884
CARHR153140	3694
CARHR163390	678
CARHR051970	3851
CARHR173040	1293
CARHR206350	2205
CARHR219460	795
CARHR052400	369
CARHR147310	1494
CARHR176270	843
CARHR266120	1146
CARHR213340	771
CARHR207910	975
CARHR191710	3258
CARHR004680	276
CARHR239540	1083
CARHR092130	1956
CARHR187560	522
CARHR234300	4273
CARHR185810	2307
CARHR029900	2466
CARHR201510	2637
CARHR136700	627
CARHR228710	357
CARHR014300	447
CARHR017960	4235
CARHR156240	849
CARHR291400	8742
CARHR167850	1002
CARHR290500	1282
CARHR283030	859
CARHR229700	1388
CARHR164620	1593
CARHR215970	645
CARHR182890	255
CARHR189840	1112
CARHR169450	1794
CARHR144660	771
CARHR178130	1335
CARHR186390	402
CARHR244050	978
CARHR154130	2745
CARHR242840	657
CARHR190040	1638
CARHR054800	1902
CARHR068650	2262
CARHR240990	2609
CARHR106800	759
CARHR143120	2056
CARHR205870	3636
CARHR049000	195
CARHR048350	1131
CARHR210610	825
CARHR053460	318
CARHR045580	4914
CARHR111200	267
CARHR126180	495
CARHR062100	3138
CARHR099920	225
CARHR168500	1293
CARHR151730	570
CARHR180940	1386
CARHR073700	1133
CARHR096160	888
CARHR291670	2544
CARHR235310	1982
CARHR067550	3049
CARHR120920	381
CARHR074730	1408
CARHR045050	1818
CARHR236660	2310
CARHR066680	501
CARHR078860	576
CARHR294530	1817
CARHR007330	2610
CARHR293740	591
CARHR183760	901
CARHR002380	2141
CARHR126450	831
CARHR254480	1059
CARHR250900	2845
CARHR058720	1754
CARHR187440	3387
CARHR156000	606
CARHR247500	243
CARHR180490	831
CARHR231120	1969
CARHR165170	3511
CARHR280820	2778
CARHR251050	2208
CARHR261580	6449
CARHR252880	1282
CARHR166480	2539
CARHR228250	1420
CARHR197900	2166
CARHR019260	904
CARHR254730	645
CARHR243080	312
CARHR054110	414
CARHR145200	877
CARHR110550	2318
CARHR049910	210
CARHR061480	1050
CARHR196050	816
CARHR149950	1650
CARHR193020	773
CARHR216610	180
CARHR245860	3165
CARHR255280	1110
CARHR249150	537
CARHR269200	2025
CARHR252770	1671
CARHR241620	4356
CARHR243330	1287
CARHR263320	1362
CARHR099070	546
CARHR075460	636
CARHR051560	1401
CARHR180230	996
CARHR188000	303
CARHR224530	903
CARHR011470	579
CARHR021390	1164
CARHR181720	1029
CARHR153800	381
CARHR020440	186
CARHR027490	900
CARHR017140	1665
CARHR179520	1061
CARHR051690	902
CARHR116890	342
CARHR217160	471
CARHR119660	510
CARHR222960	1257
CARHR244730	2049
CARHR192370	2172
CARHR140910	1691
CARHR184800	1812
CARHR221430	543
CARHR225990	3738
CARHR251700	1527
CARHR258590	918
CARHR167460	402
CARHR242060	1719
CARHR101940	186
CARHR256250	2290
CARHR056510	755
CARHR064960	1864
CARHR102910	2805
CARHR113110	975
CARHR267310	804
CARHR026720	171
CARHR024370	4203
CARHR139930	2951
CARHR264950	723
CARHR114660	1520
CARHR147870	2004
CARHR091320	1137
CARHR204890	219
CARHR071610	828
CARHR294290	1548
CARHR138040	1584
CARHR142310	1551
CARHR112790	252
CARHR076340	1912
CARHR224120	1126
CARHR254060	2489
CARHR106340	919
CARHR203360	1611
CARHR259640	2016
CARHR078030	1236
CARHR182400	965
CARHR227870	2645
CARHR171210	672
CARHR253020	1968
CARHR170160	2842
CARHR281960	858
CARHR250590	2559
CARHR220470	2252
CARHR109820	1967
CARHR145050	267
CARHR194020	2508
CARHR261410	714
CARHR276000	1551
CARHR053870	2667
CARHR057390	222
CARHR257610	252
CARHR209560	1223
CARHR117310	2193
CARHR092670	897
CARHR240720	1326
CARHR250040	240
CARHR115220	1058
CARHR277350	210
CARHR227290	2767
CARHR107430	657
CARHR103390	2312
CARHR023800	1426
CARHR087970	2911
CARHR027130	525
CARHR079340	414
CARHR006880	605
CARHR077120	480
CARHR131580	150
CARHR008950	5414
CARHR227120	2139
CARHR197590	1527
CARHR080290	1444
CARHR258270	531
CARHR068510	2682
CARHR007280	5227
CARHR177300	297
CARHR272950	1200
CARHR251310	1749
CARHR141530	1701
CARHR037780	2135
CARHR103970	207
CARHR286750	1548
CARHR130980	1214
CARHR108010	1484
CARHR076830	1225
CARHR197040	3882
CARHR040030	2502
CARHR036780	2742
CARHR026260	486
CARHR262440	828
CARHR278620	820
CARHR047560	483
CARHR101530	975
CARHR272480	2217
CARHR275450	585
CARHR238030	2025
CARHR264130	1582
CARHR078330	681
CARHR074470	2219
CARHR038630	750
CARHR130670	2748
CARHR007420	1986
CARHR128800	5481
CARHR030400	219
CARHR233770	1171
CARHR135000	3682
CARHR234200	4200
CARHR238780	330
CARHR140420	1148
CARHR134350	6339
CARHR229600	1314
CARHR139580	1565
CARHR000810	1610
CARHR038180	1715
CARHR043470	183
CARHR274500	1419
CARHR225560	1464
CARHR284440	573
CARHR196310	3375
CARHR287930	240
CARHR282720	558
CARHR139050	1155
CARHR239780	3345
CARHR002550	1617
CARHR281190	1357
CARHR083400	5052
CARHR124720	573
CARHR173530	2483
CARHR039580	1899
CARHR035860	687
CARHR031750	417
CARHR109050	786
CARHR279170	906
CARHR078470	240
CARHR089970	414
CARHR123970	1788
CARHR014140	1044
CARHR128110	2146
CARHR225380	1191
CARHR171970	387
CARHR135910	204
CARHR087110	2585
CARHR043710	1092
CARHR037670	2050
CARHR279280	855
CARHR131200	534
CARHR033590	342
CARHR083600	726
CARHR015810	2046
CARHR164420	1020
CARHR070200	507
CARHR157340	2425
CARHR248320	7093
CARHR127380	720
CARHR169610	1876
CARHR071150	654
CARHR133510	2698
CARHR014490	1428
CARHR121230	1572
CARHR162370	1224
CARHR230450	3508
CARHR206880	1452
CARHR224380	1155
CARHR004240	1239
CARHR164390	708
CARHR220800	1269
CARHR201350	2070
CARHR003730	902
CARHR008540	2182
CARHR111040	651
CARHR178440	189
CARHR241590	963
CARHR276830	378
CARHR279820	786
CARHR283130	587
CARHR108830	438
CARHR001390	1107
CARHR272100	1227
CARHR086640	1974
CARHR018010	2763
CARHR042040	2649
CARHR046740	3652
CARHR097090	1515
CARHR045210	1611
CARHR088730	1898
CARHR094210	1411
CARHR258670	2685
CARHR126610	1563
CARHR015360	750
CARHR122760	678
CARHR241720	2480
CARHR187600	2405
CARHR231320	1570
CARHR235660	1300
CARHR236310	1065
CARHR066910	1527
CARHR086970	645
CARHR043220	882
CARHR160890	2860
CARHR293230	261
CARHR040990	1458
CARHR110790	2241
CARHR081510	384
CARHR282260	369
CARHR240240	726
CARHR201820	267
CARHR193220	2882
CARHR000040	210
CARHR273270	2514
CARHR249790	3165
CARHR099270	2475
CARHR243530	1002
CARHR203460	2408
CARHR247620	435
CARHR158740	2982
CARHR193590	891
CARHR202010	3429
CARHR123490	1603
CARHR181520	168
CARHR154890	2070
CARHR120610	831
CARHR218670	794
CARHR090010	1270
CARHR020600	2416
CARHR247190	2539
CARHR155410	1223
CARHR151970	375
CARHR208020	549
CARHR119460	1718
CARHR123140	1432
CARHR159710	252
CARHR192170	762
CARHR181290	213
CARHR232140	1101
CARHR252570	1816
CARHR166130	2358
CARHR167260	1266
CARHR233230	558
CARHR017430	651
CARHR194790	990
CARHR161850	1509
CARHR242660	1420
CARHR001800	974
CARHR013320	1008
CARHR188120	1762
CARHR246570	228
CARHR150590	1233
CARHR144310	1798
CARHR050900	432
CARHR118870	1173
CARHR195330	621
CARHR214940	819
CARHR267150	1336
CARHR158390	1863
CARHR212730	489
CARHR216890	342
CARHR152990	888
CARHR048960	474
CARHR150620	336
CARHR218410	803
CARHR142150	2388
CARHR112550	998
CARHR206140	1086
CARHR185990	726
CARHR267480	313
CARHR116420	258
CARHR152660	330
CARHR064180	1272
CARHR060400	1065
CARHR230340	2274
CARHR280240	984
CARHR091650	1182
CARHR146080	531
CARHR189290	384
CARHR157010	1842
CARHR239990	375
CARHR198120	578
CARHR011870	1671
CARHR014800	2307
CARHR062800	1638
CARHR149450	318
CARHR137660	423
CARHR164980	3214
CARHR158970	2608
CARHR064230	957
CARHR168200	3004
CARHR093650	3765
CARHR256980	390
CARHR213060	759
CARHR179180	918
CARHR078580	423
CARHR217760	792
CARHR182170	2322
CARHR266680	1203
CARHR257050	285
CARHR057150	528
CARHR241920	237
CARHR214490	315
CARHR215720	1551
CARHR147500	1968
CARHR179450	2138
CARHR266350	627
CARHR191520	3488
CARHR063170	4245
CARHR092300	3549
CARHR142480	264
CARHR043050	237
CARHR079180	264
CARHR143350	1955
CARHR077320	813
CARHR046260	1389
CARHR041710	1179
CARHR136130	1274
CARHR255980	1395
CARHR169550	1824
CARHR157900	1161
