# Program:featureCounts v1.6.0; Command:"/home/jqsun/local/bin/featureCounts" "-T" "1" "-s" "1" "-t" "gene" "-g" "ID" "-a" "/home/jqsun/research/data/genome/IWGSC_RefSeq_v1.1_CS/iwgsc_refseqv1.1_genes_2017July06/IWGSC_v1.1_HC_20170706.ext_1.0k.chrD.gff3" "-o" "20181109.A-TaeRS_1_Tae_RS1_18.chrD.counts.homeolog.txt" "20181109.A-TaeRS_1_Tae_RS1_18.chrD.homeolog.ref.bam" 
Geneid	Chr	Start	End	Strand	Length	20181109.A-TaeRS_1_Tae_RS1_18.chrD.homeolog.ref.bam
TraesCS7D02G247500	chr7D	217836523	217838125	-	1603	0
TraesCS7D02G247600	chr7D	217873412	217876856	+	3445	17
TraesCS7D02G247700	chr7D	217936983	217939978	+	2996	0
TraesCS7D02G247800	chr7D	217997090	218002357	+	5268	1
TraesCS7D02G247900	chr7D	218175742	218178771	+	3030	6
TraesCS7D02G248000	chr7D	219291031	219297577	+	6547	18
TraesCS7D02G248100	chr7D	219635296	219639401	+	4106	0
TraesCS7D02G248200	chr7D	219711448	219716481	+	5034	8
TraesCS7D02G248300	chr7D	219828045	219833269	+	5225	0
TraesCS7D02G248400	chr7D	219914984	219916658	-	1675	0
TraesCS7D02G248500	chr7D	220273326	220280056	+	6731	0
TraesCS7D02G248600	chr7D	220276325	220279144	-	2820	0
TraesCS7D02G248700	chr7D	220281606	220283970	-	2365	0
TraesCS7D02G248800	chr7D	220283970	220286503	-	2534	0
TraesCS7D02G248900	chr7D	220286503	220290458	-	3956	0
TraesCS7D02G249000	chr7D	220306958	220313007	-	6050	6
TraesCS7D02G249100	chr7D	220507046	220509523	+	2478	0
TraesCS7D02G249200	chr7D	220509523	220513592	+	4070	0
TraesCS7D02G249300	chr7D	220513592	220515831	+	2240	1
TraesCS7D02G249400	chr7D	220515547	220521195	-	5649	1
TraesCS7D02G249500	chr7D	220970419	220979632	+	9214	0
TraesCS7D02G249600	chr7D	220977500	220979495	-	1996	24
TraesCS7D02G249700	chr7D	220979632	220982007	+	2376	0
TraesCS7D02G249800	chr7D	220998934	221000656	+	1723	0
TraesCS7D02G249900	chr7D	221297128	221300465	+	3338	0
TraesCS7D02G250000	chr7D	221989939	221991190	-	1252	0
TraesCS7D02G250100	chr7D	222138468	222146370	+	7903	33
TraesCS7D02G250200	chr7D	222147125	222150659	+	3535	0
TraesCS7D02G250300	chr7D	222511841	222517244	+	5404	35
TraesCS7D02G250500	chr7D	222516908	222522269	-	5362	0
TraesCS7D02G250400	chr7D	222517289	222519542	+	2254	0
TraesCS7D02G250600	chr7D	222524337	222528835	+	4499	0
TraesCS7D02G250700	chr7D	223110403	223112428	-	2026	0
TraesCS7D02G250800	chr7D	223113252	223115070	-	1819	0
TraesCS7D02G250900	chr7D	223220004	223226505	-	6502	24
TraesCS7D02G251000	chr7D	223751974	223754627	+	2654	4
TraesCS7D02G251100	chr7D	223836530	223840487	+	3958	0
TraesCS7D02G251200	chr7D	223869214	223871489	+	2276	0
TraesCS7D02G251300	chr7D	224050280	224057600	+	7321	0
TraesCS7D02G251400	chr7D	224057495	224059705	-	2211	0
TraesCS7D02G251500	chr7D	224454300	224460519	-	6220	0
TraesCS7D02G251600	chr7D	224470818	224479388	-	8571	0
TraesCS7D02G251700	chr7D	225832091	225835866	-	3776	0
TraesCS7D02G251800	chr7D	226112649	226114974	-	2326	0
TraesCS7D02G251900	chr7D	226701119	226704182	+	3064	0
TraesCS7D02G252000	chr7D	226702166	226707740	-	5575	0
TraesCS7D02G252100	chr7D	227166759	227169817	+	3059	0
TraesCS7D02G252200	chr7D	227169168	227175112	-	5945	2
TraesCS7D02G252300	chr7D	227543903	227546067	+	2165	0
TraesCS7D02G252400	chr7D	227565804	227568361	+	2558	0
TraesCS7D02G252500	chr7D	227567788	227572124	-	4337	10
TraesCS7D02G252600	chr7D	228005481	228009020	+	3540	0
TraesCS7D02G252700	chr7D	228010268	228014496	+	4229	4
TraesCS7D02G252800	chr7D	228506931	228517494	+	10564	14
TraesCS7D02G252900	chr7D	228517494	228536058	+	18565	5
TraesCS7D02G253000	chr7D	228828837	228831600	-	2764	0
TraesCS7D02G253100	chr7D	228984166	228987288	-	3123	120
TraesCS7D02G253200	chr7D	229769309	229771747	+	2439	0
TraesCS7D02G253300	chr7D	229785721	229787668	+	1948	10
TraesCS7D02G253400	chr7D	229793091	229794859	+	1769	0
TraesCS7D02G253500	chr7D	229888700	229892473	-	3774	0
TraesCS7D02G253600	chr7D	229964283	229968713	-	4431	12
TraesCS7D02G253700	chr7D	230377592	230380010	-	2419	0
TraesCS7D02G253800	chr7D	230490581	230494807	-	4227	5
TraesCS7D02G253900	chr7D	230652217	230661686	+	9470	0
TraesCS7D02G254000	chr7D	230813831	230817455	-	3625	85
TraesCS7D02G254100	chr7D	230941708	230943937	+	2230	0
TraesCS7D02G254200	chr7D	230993034	230996470	+	3437	23
TraesCS7D02G254300	chr7D	231259460	231261567	+	2108	0
TraesCS7D02G254400	chr7D	231380386	231384616	+	4231	0
TraesCS7D02G254500	chr7D	231398708	231400530	+	1823	0
TraesCS7D02G254600	chr7D	231539621	231541028	+	1408	0
TraesCS7D02G254700	chr7D	231541483	231542639	+	1157	0
TraesCS7D02G254800	chr7D	231545666	231547115	-	1450	0
TraesCS7D02G254900	chr7D	231547115	231547409	-	295	0
TraesCS7D02G255000	chr7D	231553572	231554878	-	1307	0
TraesCS7D02G255100	chr7D	231562761	231564132	-	1372	0
TraesCS7D02G255200	chr7D	231564252	231565590	-	1339	0
TraesCS7D02G255300	chr7D	231566608	231567814	+	1207	0
TraesCS7D02G255400	chr7D	231570043	231571282	-	1240	0
TraesCS7D02G255500	chr7D	231573294	231574548	-	1255	0
TraesCS7D02G255600	chr7D	231577389	231578532	+	1144	0
TraesCS7D02G255700	chr7D	231585415	231586720	+	1306	0
TraesCS7D02G255800	chr7D	231594799	231596116	+	1318	0
TraesCS7D02G255900	chr7D	231595653	231596809	-	1157	0
TraesCS7D02G256000	chr7D	231604424	231605672	+	1249	0
TraesCS7D02G256100	chr7D	231606932	231618197	-	11266	0
TraesCS7D02G256200	chr7D	231607270	231608410	-	1141	0
TraesCS7D02G256300	chr7D	231608410	231609604	-	1195	0
TraesCS7D02G256400	chr7D	231609604	231610003	-	400	0
TraesCS7D02G256500	chr7D	231621918	231623051	+	1134	0
TraesCS7D02G256600	chr7D	231623051	231623962	+	912	0
TraesCS7D02G256700	chr7D	231623203	231624172	-	970	0
TraesCS7D02G256800	chr7D	231788247	231791544	-	3298	18
TraesCS7D02G257000	chr7D	232406235	232409791	-	3557	0
TraesCS7D02G257100	chr7D	232495915	232498633	-	2719	67
TraesCS7D02G257200	chr7D	232498999	232502036	+	3038	0
TraesCS7D02G257300	chr7D	232811431	232817518	+	6088	2
TraesCS7D02G257400	chr7D	232816797	232822075	-	5279	0
TraesCS7D02G257500	chr7D	232925991	232933383	-	7393	17
TraesCS7D02G257600	chr7D	233014446	233018444	-	3999	0
TraesCS7D02G257700	chr7D	233045567	233050958	-	5392	0
TraesCS7D02G257800	chr7D	233211340	233214699	-	3360	0
TraesCS7D02G257900	chr7D	233647929	233651179	-	3251	0
TraesCS7D02G258000	chr7D	233866049	233870283	-	4235	58
TraesCS7D02G258100	chr7D	234071191	234075451	+	4261	0
TraesCS7D02G258200	chr7D	234126679	234129982	+	3304	0
TraesCS7D02G258300	chr7D	234129982	234137211	+	7230	0
TraesCS7D02G258500	chr7D	234345143	234347455	+	2313	0
TraesCS7D02G258600	chr7D	234346652	234349027	-	2376	0
TraesCS7D02G258700	chr7D	234349311	234355377	-	6067	0
TraesCS7D02G258800	chr7D	234394542	234397283	+	2742	0
TraesCS7D02G258900	chr7D	234555194	234561777	-	6584	0
TraesCS7D02G259000	chr7D	234649332	234656055	-	6724	0
TraesCS7D02G259100	chr7D	234794377	234796012	+	1636	0
TraesCS7D02G259200	chr7D	234802313	234804931	-	2619	1
TraesCS7D02G259300	chr7D	234804931	234808807	-	3877	0
TraesCS7D02G259400	chr7D	235153374	235167534	+	14161	0
TraesCS7D02G259600	chr7D	235372868	235378639	+	5772	9
TraesCS7D02G259700	chr7D	235394264	235397384	-	3121	0
TraesCS7D02G259800	chr7D	235479448	235481659	-	2212	0
TraesCS7D02G259900	chr7D	235531644	235534300	+	2657	0
TraesCS7D02G260000	chr7D	235571232	235579127	-	7896	0
TraesCS7D02G260100	chr7D	235697494	235700905	-	3412	0
TraesCS7D02G260200	chr7D	235980533	235986662	+	6130	4
TraesCS7D02G260300	chr7D	236008936	236010847	-	1912	0
TraesCS7D02G260400	chr7D	236173776	236177142	+	3367	0
TraesCS7D02G260500	chr7D	236181370	236185016	-	3647	29
TraesCS7D02G260600	chr7D	236519435	236522769	+	3335	0
TraesCS7D02G260700	chr7D	236639251	236645758	+	6508	14
TraesCS7D02G260900	chr7D	236686433	236690800	+	4368	0
TraesCS7D02G261100	chr7D	236818771	236825047	+	6277	0
TraesCS7D02G261200	chr7D	236822313	236836919	-	14607	0
TraesCS7D02G261300	chr7D	236837456	236844728	-	7273	25
TraesCS7D02G261400	chr7D	237388776	237393108	+	4333	8
TraesCS7D02G261500	chr7D	237410146	237417092	+	6947	0
TraesCS7D02G261600	chr7D	237609830	237620034	+	10205	0
TraesCS7D02G261700	chr7D	237842277	237857047	-	14771	0
TraesCS7D02G261800	chr7D	238969477	238973480	+	4004	71
TraesCS7D02G261900	chr7D	238974776	239006441	+	31666	0
TraesCS7D02G262000	chr7D	239348504	239350502	+	1999	0
TraesCS7D02G262100	chr7D	239772421	239776065	-	3645	249
TraesCS7D02G262200	chr7D	240777674	240784235	+	6562	0
TraesCS7D02G262300	chr7D	241091451	241094638	+	3188	0
TraesCS7D02G262400	chr7D	241095468	241099398	-	3931	0
TraesCS7D02G262500	chr7D	241175159	241180116	-	4958	0
TraesCS7D02G262600	chr7D	241185752	241190863	-	5112	16
TraesCS7D02G262700	chr7D	241880905	241884737	+	3833	0
TraesCS7D02G262800	chr7D	242005516	242009055	-	3540	57
TraesCS7D02G262900	chr7D	242408640	242411652	+	3013	3
TraesCS7D02G263000	chr7D	242776009	242780449	+	4441	0
TraesCS7D02G263100	chr7D	242782164	242785681	-	3518	0
TraesCS7D02G263200	chr7D	242800925	242805757	-	4833	54
TraesCS7D02G263300	chr7D	243330853	243336130	-	5278	0
TraesCS7D02G263400	chr7D	243807629	243809407	+	1779	0
TraesCS7D02G263500	chr7D	244145967	244148143	+	2177	0
TraesCS7D02G263600	chr7D	244151925	244154845	-	2921	9
TraesCS7D02G263700	chr7D	244443170	244447472	+	4303	0
TraesCS7D02G263800	chr7D	244465752	244470758	+	5007	424
TraesCS7D02G263900	chr7D	244761000	244768779	+	7780	25
TraesCS7D02G264000	chr7D	244769109	244775158	+	6050	33
TraesCS7D02G264100	chr7D	244793222	244796975	+	3754	0
TraesCS7D02G264200	chr7D	244951290	244952312	+	1023	0
TraesCS7D02G264300	chr7D	244952300	244956390	-	4091	9
TraesCS7D02G264400	chr7D	245307657	245309583	-	1927	0
TraesCS7D02G264500	chr7D	245399615	245401706	-	2092	0
TraesCS7D02G264600	chr7D	245482201	245485651	-	3451	0
TraesCS7D02G264700	chr7D	245519128	245530130	-	11003	0
TraesCS7D02G264800	chr7D	246022581	246028882	-	6302	26
TraesCS7D02G264900	chr7D	246029066	246034570	+	5505	11
TraesCS7D02G265000	chr7D	246074131	246077185	+	3055	0
TraesCS7D02G265100	chr7D	246388255	246390551	+	2297	0
TraesCS7D02G265200	chr7D	246518414	246524034	+	5621	12
TraesCS7D02G265300	chr7D	246524034	246526565	+	2532	0
TraesCS7D02G265400	chr7D	246806437	246816181	+	9745	0
TraesCS7D02G265500	chr7D	246827415	246831774	+	4360	635
TraesCS7D02G265600	chr7D	246830983	246837980	-	6998	6
TraesCS7D02G265700	chr7D	247313946	247316688	-	2743	0
TraesCS7D02G265800	chr7D	247321205	247327389	-	6185	0
TraesCS7D02G265900	chr7D	247883953	247886253	+	2301	0
TraesCS7D02G266000	chr7D	248466259	248468784	+	2526	38
TraesCS7D02G266100	chr7D	248469109	248476621	-	7513	0
TraesCS7D02G266200	chr7D	249079758	249081357	+	1600	0
TraesCS7D02G266300	chr7D	249368711	249374796	+	6086	21
TraesCS7D02G266400	chr7D	249374829	249377914	+	3086	0
TraesCS7D02G266500	chr7D	249414711	249417503	-	2793	0
TraesCS7D02G266600	chr7D	249428715	249430769	-	2055	0
TraesCS7D02G266700	chr7D	249485355	249486834	+	1480	0
TraesCS7D02G266800	chr7D	249590323	249594323	+	4001	0
TraesCS7D02G266900	chr7D	249605242	249621543	-	16302	0
TraesCS7D02G267000	chr7D	249787096	249789267	+	2172	0
TraesCS7D02G267100	chr7D	249788656	249793045	-	4390	1
TraesCS7D02G267200	chr7D	250619191	250624360	+	5170	0
TraesCS7D02G267300	chr7D	250668904	250674165	+	5262	0
TraesCS7D02G267400	chr7D	250679138	250683592	+	4455	21
TraesCS7D02G267500	chr7D	251033247	251037639	+	4393	0
TraesCS7D02G267600	chr7D	251356282	251365438	+	9157	16
TraesCS7D02G267700	chr7D	251372395	251375719	-	3325	0
TraesCS7D02G267800	chr7D	251373980	251375499	+	1520	0
TraesCS7D02G267900	chr7D	251506055	251511456	+	5402	0
TraesCS7D02G268000	chr7D	252026730	252031851	+	5122	0
TraesCS7D02G268100	chr7D	252031851	252033171	+	1321	0
TraesCS7D02G268200	chr7D	252061335	252062795	-	1461	0
TraesCS7D02G268300	chr7D	252238804	252240995	+	2192	12
TraesCS7D02G268400	chr7D	252240730	252244356	-	3627	6
TraesCS7D02G268500	chr7D	252261750	252268461	-	6712	0
TraesCS7D02G268600	chr7D	252539103	252544162	-	5060	59
TraesCS7D02G268700	chr7D	252544355	252546332	+	1978	21
TraesCS7D02G268800	chr7D	252546332	252549488	+	3157	0
TraesCS7D02G268900	chr7D	252556692	252561451	+	4760	67
TraesCS7D02G269000	chr7D	253150236	253155669	+	5434	7
TraesCS7D02G269100	chr7D	253153573	253156104	-	2532	0
TraesCS7D02G269200	chr7D	253340441	253348906	-	8466	37
TraesCS7D02G269300	chr7D	254142197	254149277	+	7081	0
TraesCS7D02G269400	chr7D	254373538	254385619	+	12082	0
TraesCS7D02G269500	chr7D	254572623	254585065	-	12443	0
TraesCS7D02G269600	chr7D	254867097	254874298	+	7202	22
TraesCS7D02G269700	chr7D	254896330	254900009	-	3680	0
TraesCS7D02G269800	chr7D	254978243	254985520	+	7278	16
TraesCS7D02G269900	chr7D	254991770	254994684	+	2915	10
TraesCS7D02G270000	chr7D	255056487	255059348	-	2862	0
TraesCS7D02G270100	chr7D	255781812	255785472	-	3661	0
TraesCS7D02G270200	chr7D	255968998	255969855	+	858	0
TraesCS7D02G270300	chr7D	255969591	255975360	-	5770	32
TraesCS7D02G270400	chr7D	256184701	256191121	-	6421	7
TraesCS7D02G270500	chr7D	256218076	256220499	-	2424	0
TraesCS7D02G270600	chr7D	256441952	256444816	-	2865	0
TraesCS7D02G270700	chr7D	257107746	257111546	-	3801	0
TraesCS7D02G270800	chr7D	257514165	257518463	+	4299	4
TraesCS7D02G270900	chr7D	257712997	257716514	+	3518	0
TraesCS7D02G271000	chr7D	258221698	258228290	+	6593	0
TraesCS7D02G271100	chr7D	258235180	258238385	-	3206	0
TraesCS7D02G271200	chr7D	259289150	259295603	-	6454	0
TraesCS7D02G271300	chr7D	259803950	259805171	+	1222	0
TraesCS7D02G271400	chr7D	259838773	259841537	-	2765	0
TraesCS7D02G271500	chr7D	260723677	260726046	-	2370	0
TraesCS7D02G271600	chr7D	261113001	261116236	-	3236	29
TraesCS7D02G271700	chr7D	261816641	261822198	+	5558	16
TraesCS7D02G271800	chr7D	261865093	261869004	+	3912	7
TraesCS7D02G271900	chr7D	261879520	261881385	+	1866	6
TraesCS7D02G272000	chr7D	262023703	262027416	+	3714	0
TraesCS7D02G272100	chr7D	262285426	262288653	+	3228	7
TraesCS7D02G272200	chr7D	262354254	262356742	+	2489	0
TraesCS7D02G272300	chr7D	262361402	262367491	+	6090	49
TraesCS7D02G272400	chr7D	262696998	262699038	-	2041	23
TraesCS7D02G272500	chr7D	262733112	262738187	-	5076	32
TraesCS7D02G272600	chr7D	263034002	263038970	+	4969	0
TraesCS7D02G272700	chr7D	263041768	263045889	-	4122	2
TraesCS7D02G272800	chr7D	263450326	263452163	+	1838	5
TraesCS7D02G272900	chr7D	263502949	263506840	-	3892	0
TraesCS7D02G273000	chr7D	263521856	263531068	-	9213	14
TraesCS7D02G273100	chr7D	263830865	263833593	-	2729	14
TraesCS7D02G273200	chr7D	263889375	263895570	+	6196	0
TraesCS7D02G273300	chr7D	263951179	263952397	-	1219	0
TraesCS7D02G273400	chr7D	263954481	263956224	-	1744	0
TraesCS7D02G273500	chr7D	263957310	263958741	-	1432	0
TraesCS7D02G273600	chr7D	263972014	263977770	+	5757	0
TraesCS7D02G273700	chr7D	264026816	264028738	+	1923	0
TraesCS7D02G273800	chr7D	264028927	264030836	+	1910	0
TraesCS7D02G273900	chr7D	264034831	264036544	+	1714	0
TraesCS7D02G274000	chr7D	264054479	264056192	+	1714	0
TraesCS7D02G274100	chr7D	264056456	264058172	+	1717	0
TraesCS7D02G274200	chr7D	264073380	264075370	+	1991	0
TraesCS7D02G274300	chr7D	264076859	264084006	+	7148	0
TraesCS7D02G274400	chr7D	264306854	264308840	+	1987	0
TraesCS7D02G274500	chr7D	264311913	264313786	+	1874	0
TraesCS7D02G274600	chr7D	264315336	264317293	+	1958	0
TraesCS7D02G274700	chr7D	264318679	264321725	+	3047	0
TraesCS7D02G274800	chr7D	264324903	264326523	+	1621	0
TraesCS7D02G274900	chr7D	264326523	264328230	+	1708	0
TraesCS7D02G275000	chr7D	264326329	264327217	-	889	0
TraesCS7D02G275100	chr7D	264339298	264340909	+	1612	0
TraesCS7D02G275200	chr7D	264357843	264359763	+	1921	0
TraesCS7D02G275300	chr7D	264361280	264363206	+	1927	0
TraesCS7D02G275400	chr7D	264366651	264369048	+	2398	0
TraesCS7D02G275500	chr7D	264371231	264372938	+	1708	0
TraesCS7D02G275600	chr7D	264484939	264486388	+	1450	0
TraesCS7D02G275700	chr7D	264484019	264485303	-	1285	0
TraesCS7D02G275800	chr7D	264487178	264489039	+	1862	0
TraesCS7D02G275900	chr7D	264488235	264492314	-	4080	21
TraesCS7D02G276000	chr7D	264677011	264682210	+	5200	9
TraesCS7D02G276100	chr7D	264738419	264745879	+	7461	1
TraesCS7D02G276200	chr7D	264745879	264752732	+	6854	0
TraesCS7D02G276300	chr7D	264752732	264754821	+	2090	0
TraesCS7D02G276400	chr7D	264757698	264772245	-	14548	0
TraesCS7D02G276600	chr7D	264970767	264976781	+	6015	0
TraesCS7D02G276700	chr7D	265003119	265005001	-	1883	0
TraesCS7D02G276800	chr7D	265164030	265173079	-	9050	0
TraesCS7D02G276900	chr7D	265253608	265255318	+	1711	0
TraesCS7D02G277000	chr7D	265260265	265265824	+	5560	24
TraesCS7D02G277100	chr7D	265684830	265695741	+	10912	0
TraesCS7D02G277200	chr7D	265695957	265699218	+	3262	4
TraesCS7D02G277300	chr7D	265698602	265711460	-	12859	5
TraesCS7D02G277400	chr7D	266207206	266209888	+	2683	0
TraesCS7D02G277500	chr7D	266386138	266390090	-	3953	18
TraesCS7D02G277600	chr7D	266390090	266397119	-	7030	1
TraesCS7D02G277700	chr7D	266874530	266877005	+	2476	0
TraesCS7D02G277800	chr7D	266881521	266886659	-	5139	13
TraesCS7D02G277900	chr7D	266893098	266899324	-	6227	23
TraesCS7D02G278000	chr7D	267383597	267386063	-	2467	0
TraesCS7D02G278100	chr7D	267875083	267878395	+	3313	66
TraesCS7D02G278200	chr7D	267876293	267880837	-	4545	0
TraesCS7D02G278300	chr7D	268547208	268552946	+	5739	3
TraesCS7D02G278400	chr7D	268550762	268555200	-	4439	1
TraesCS7D02G278500	chr7D	268565707	268570022	+	4316	97
TraesCS7D02G278600	chr7D	268832478	268836626	+	4149	0
TraesCS7D02G278800	chr7D	268836309	268843328	-	7020	0
TraesCS7D02G278700	chr7D	268836699	268838307	+	1609	5
TraesCS7D02G278900	chr7D	269047470	269050959	-	3490	55
TraesCS7D02G279000	chr7D	269527546	269531811	-	4266	0
TraesCS7D02G279100	chr7D	269708386	269718591	-	10206	15
TraesCS7D02G279200	chr7D	270155664	270161169	-	5506	43
TraesCS7D02G279300	chr7D	270697601	270703954	+	6354	7
TraesCS7D02G279400	chr7D	270773873	270782750	+	8878	21
TraesCS7D02G279500	chr7D	271287494	271290874	+	3381	0
TraesCS7D02G279600	chr7D	271505389	271507337	-	1949	0
TraesCS7D02G279700	chr7D	271747829	271754862	+	7034	0
TraesCS7D02G279900	chr7D	271767569	271772083	+	4515	1
TraesCS7D02G280000	chr7D	271936838	271938074	+	1237	0
TraesCS7D02G280100	chr7D	272234038	272235474	-	1437	0
TraesCS7D02G280200	chr7D	272583372	272594182	+	10811	0
TraesCS7D02G280300	chr7D	272596370	272602133	-	5764	3
TraesCS7D02G280400	chr7D	273831392	273835918	+	4527	30
TraesCS7D02G280500	chr7D	273854106	273855378	-	1273	0
TraesCS7D02G280600	chr7D	274260790	274262684	+	1895	121
TraesCS7D02G280700	chr7D	274688015	274688548	+	534	0
TraesCS7D02G280800	chr7D	274688293	274703425	-	15133	0
TraesCS7D02G280900	chr7D	274852249	274882354	-	30106	0
TraesCS7D02G281200	chr7D	275796500	275827623	+	31124	41
TraesCS7D02G281300	chr7D	276511601	276516188	+	4588	8
TraesCS7D02G281400	chr7D	276927997	276940133	+	12137	0
TraesCS7D02G281500	chr7D	277720739	277751287	+	30549	0
TraesCS7D02G281700	chr7D	279731254	279748952	+	17699	2
TraesCS7D02G281800	chr7D	280579353	280601790	-	22438	0
TraesCS7D02G281900	chr7D	282868771	282879194	-	10424	48
TraesCS7D02G282000	chr7D	283451020	283457211	-	6192	17
TraesCS7D02G282100	chr7D	285227776	285262868	+	35093	0
TraesCS7D02G282200	chr7D	285463204	285468674	+	5471	14
TraesCS7D02G282300	chr7D	285674867	285693862	+	18996	3
TraesCS7D02G282400	chr7D	287897903	287907900	+	9998	0
TraesCS7D02G282500	chr7D	288459877	288463554	+	3678	23
TraesCS7D02G282600	chr7D	288463430	288478687	-	15258	14
TraesCS7D02G282700	chr7D	289242381	289265865	+	23485	12
TraesCS7D02G282800	chr7D	290543061	290547609	-	4549	0
TraesCS7D02G282900	chr7D	290912614	290921552	+	8939	7
TraesCS7D02G283000	chr7D	291504345	291522035	-	17691	19
TraesCS7D02G283100	chr7D	291608683	291615445	+	6763	0
TraesCS7D02G283200	chr7D	292293244	292294930	+	1687	0
TraesCS7D02G283300	chr7D	292323575	292326535	+	2961	0
TraesCS7D02G283400	chr7D	293210250	293217317	+	7068	8
TraesCS7D02G283500	chr7D	294045631	294051818	+	6188	2
TraesCS7D02G283600	chr7D	295038517	295044103	+	5587	39
TraesCS7D02G283700	chr7D	295311643	295323727	+	12085	0
TraesCS7D02G283800	chr7D	296496924	296504641	+	7718	0
TraesCS7D02G283900	chr7D	296506630	296511690	-	5061	29
TraesCS7D02G284000	chr7D	296512762	296514638	-	1877	0
TraesCS7D02G284100	chr7D	298509484	298516391	+	6908	5
TraesCS7D02G284200	chr7D	299151750	299190289	-	38540	10
TraesCS7D02G284300	chr7D	299583761	299595210	-	11450	0
TraesCS7D02G284400	chr7D	301324358	301330995	-	6638	195
TraesCS7D02G284500	chr7D	302021658	302028914	-	7257	36
TraesCS7D02G284600	chr7D	303312032	303320017	+	7986	17
TraesCS7D02G284700	chr7D	304917056	304918371	-	1316	0
TraesCS7D02G284800	chr7D	305109289	305136219	+	26931	0
TraesCS7D02G284900	chr7D	305826349	305834176	-	7828	56
TraesCS7D02G285000	chr7D	306456509	306462059	-	5551	34
TraesCS7D02G285100	chr7D	306584071	306585517	+	1447	0
TraesCS7D02G285200	chr7D	306773708	306775026	+	1319	0
TraesCS7D02G285300	chr7D	306911652	306913020	+	1369	0
TraesCS7D02G285400	chr7D	307031323	307032607	-	1285	0
TraesCS7D02G285500	chr7D	307032607	307033495	-	889	0
TraesCS7D02G285600	chr7D	307041062	307042253	+	1192	0
TraesCS7D02G285700	chr7D	307046638	307047182	+	545	0
TraesCS7D02G285800	chr7D	307047182	307049407	+	2226	0
TraesCS7D02G285900	chr7D	307048880	307049679	-	800	0
TraesCS7D02G286000	chr7D	307090766	307092040	+	1275	0
TraesCS7D02G286100	chr7D	307114908	307117245	-	2338	0
TraesCS7D02G286200	chr7D	307132397	307138274	+	5878	0
TraesCS7D02G286300	chr7D	307144432	307145623	-	1192	0
TraesCS7D02G286400	chr7D	307162905	307164651	+	1747	0
TraesCS7D02G286500	chr7D	309498686	309510813	+	12128	0
TraesCS7D02G286600	chr7D	309911001	309913926	-	2926	0
TraesCS7D02G286800	chr7D	310330035	310335694	-	5660	0
TraesCS7D02G286900	chr7D	310973321	311000548	+	27228	3
TraesCS7D02G287000	chr7D	311266759	311276304	+	9546	2
TraesCS7D02G287100	chr7D	311619196	311621128	+	1933	0
TraesCS7D02G287200	chr7D	311625251	311636061	-	10811	9
TraesCS7D02G287300	chr7D	311851312	311895509	-	44198	1
TraesCS7D02G287400	chr7D	312469562	312471056	-	1495	0
TraesCS7D02G287500	chr7D	312550276	312574986	-	24711	12
TraesCS7D02G287600	chr7D	313703763	313716158	+	12396	41
TraesCS7D02G287800	chr7D	315127116	315134448	+	7333	0
TraesCS7D02G287900	chr7D	316396282	316406616	-	10335	31
TraesCS7D02G288000	chr7D	317408599	317430360	-	21762	0
TraesCS7D02G288100	chr7D	318810299	318816125	+	5827	55
TraesCS7D02G288200	chr7D	318858091	318859645	+	1555	0
TraesCS7D02G288300	chr7D	319900590	319924747	+	24158	0
TraesCS7D02G288400	chr7D	320272961	320292808	-	19848	0
TraesCS7D02G288500	chr7D	321477092	321478922	+	1831	0
TraesCS7D02G288600	chr7D	321969638	321974163	-	4526	0
TraesCS7D02G288700	chr7D	324331424	324345731	-	14308	0
TraesCS7D02G288800	chr7D	326026664	326058029	+	31366	14
TraesCS7D02G288900	chr7D	326721486	326728406	-	6921	0
TraesCS7D02G289000	chr7D	327401166	327420405	+	19240	6
TraesCS7D02G289100	chr7D	329045523	329051566	+	6044	8
TraesCS7D02G289200	chr7D	329802716	329808239	-	5524	5
TraesCS7D02G289273	chr7D	330436671	330438183	-	1513	0
TraesCS7D02G289300	chr7D	330807371	330840695	-	33325	11
TraesCS7D02G289400	chr7D	332252597	332266109	-	13513	0
TraesCS7D02G289500	chr7D	332692738	332722946	-	30209	71
TraesCS7D02G289600	chr7D	333686222	333694028	+	7807	0
TraesCS7D02G289700	chr7D	334828245	334862506	+	34262	29
TraesCS7D02G289800	chr7D	335455577	335459117	+	3541	0
TraesCS7D02G289900	chr7D	336156841	336162100	+	5260	214
TraesCS7D02G290000	chr7D	337554367	337559640	-	5274	3
TraesCS7D02G290100	chr7D	339000785	339017867	+	17083	0
TraesCS7D02G290200	chr7D	339113767	339119667	-	5901	26
TraesCS7D02G290300	chr7D	339779036	339788808	+	9773	9
TraesCS7D02G290400	chr7D	340298679	340301097	+	2419	0
TraesCS7D02G290500	chr7D	342393613	342419027	+	25415	1
TraesCS7D02G290600	chr7D	342629444	342633338	-	3895	0
TraesCS7D02G290700	chr7D	343958433	343971187	-	12755	20
TraesCS7D02G290800	chr7D	345576650	345581145	-	4496	241
TraesCS7D02G290900	chr7D	346183580	346184852	-	1273	0
TraesCS7D02G291000	chr7D	346626702	346628749	-	2048	0
TraesCS7D02G291100	chr7D	348126787	348132518	+	5732	0
TraesCS7D02G291200	chr7D	348188558	348196326	-	7769	0
TraesCS7D02G291300	chr7D	349945395	349948784	+	3390	136
