# Program:featureCounts v1.6.0; Command:"/home/jqsun/local/bin/featureCounts" "-T" "1" "-s" "1" "-t" "gene" "-g" "ID" "-a" "/home/jqsun/research/data/genome/IWGSC_RefSeq_v1.1_CS/iwgsc_refseqv1.1_genes_2017July06/IWGSC_v1.1_HC_20170706.ext_1.0k.chrA.gff3" "-o" "20181109.A-TaeRS_1_Tae_RS1_1.chrA.counts.homeolog.txt" "20181109.A-TaeRS_1_Tae_RS1_1.chrA.homeolog.ref.bam" 
Geneid	Chr	Start	End	Strand	Length	20181109.A-TaeRS_1_Tae_RS1_1.chrA.homeolog.ref.bam
TraesCS6A02G364100	chr6A	592815800	592818779	-	2980	0
TraesCS6A02G364200	chr6A	592937384	592938758	-	1375	0
TraesCS6A02G364300	chr6A	593006995	593011835	+	4841	2
TraesCS6A02G364400	chr6A	593023171	593027041	-	3871	0
TraesCS6A02G364500	chr6A	593232842	593234577	+	1736	0
TraesCS6A02G364600	chr6A	593237478	593238798	+	1321	0
TraesCS6A02G364700	chr6A	593284624	593285965	+	1342	0
TraesCS6A02G364800	chr6A	593297466	593299166	+	1701	0
TraesCS6A02G364900	chr6A	593300052	593301531	+	1480	0
TraesCS6A02G365000	chr6A	593353813	593355073	+	1261	0
TraesCS6A02G365100	chr6A	593358660	593363173	+	4514	0
TraesCS6A02G365200	chr6A	593407233	593408961	+	1729	0
TraesCS6A02G365300	chr6A	593430767	593436915	+	6149	2
TraesCS6A02G365400	chr6A	593574206	593576132	+	1927	0
TraesCS6A02G365500	chr6A	593732776	593734555	+	1780	2
TraesCS6A02G365600	chr6A	593773891	593775421	-	1531	0
TraesCS6A02G365700	chr6A	593777193	593778687	+	1495	0
TraesCS6A02G365800	chr6A	593785652	593787449	+	1798	0
TraesCS6A02G365900	chr6A	593792311	593793778	+	1468	0
TraesCS6A02G366000	chr6A	593808302	593810099	+	1798	0
TraesCS6A02G366100	chr6A	593927984	593929969	-	1986	0
TraesCS6A02G366200	chr6A	593990777	593992331	-	1555	0
TraesCS6A02G366300	chr6A	594072829	594074485	-	1657	0
TraesCS6A02G366400	chr6A	594252660	594254184	-	1525	0
TraesCS6A02G366500	chr6A	594253682	594255125	+	1444	0
TraesCS6A02G366600	chr6A	594279366	594280620	+	1255	0
TraesCS6A02G366700	chr6A	594319221	594321221	+	2001	0
TraesCS6A02G366800	chr6A	594365761	594367288	+	1528	0
TraesCS6A02G366900	chr6A	594366508	594368267	-	1760	0
TraesCS6A02G367000	chr6A	594405188	594409225	+	4038	225
TraesCS6A02G367100	chr6A	594430120	594435781	+	5662	17
TraesCS6A02G367200	chr6A	594440056	594444367	+	4312	55
TraesCS6A02G367300	chr6A	594492084	594497424	+	5341	0
TraesCS6A02G367400	chr6A	594496885	594499003	-	2119	0
TraesCS6A02G367500	chr6A	594501801	594503730	-	1930	0
TraesCS6A02G367600	chr6A	594504156	594506442	+	2287	0
TraesCS6A02G367700	chr6A	594514296	594515541	-	1246	0
TraesCS6A02G367800	chr6A	594519604	594522270	+	2667	0
TraesCS6A02G367900	chr6A	594527741	594530536	-	2796	0
TraesCS6A02G368000	chr6A	594531146	594534486	-	3341	0
TraesCS6A02G368100	chr6A	594535219	594537635	-	2417	0
TraesCS6A02G368200	chr6A	594608494	594611109	+	2616	0
TraesCS6A02G368300	chr6A	594641968	594645848	+	3881	0
TraesCS6A02G368400	chr6A	594652264	594654926	+	2663	0
TraesCS6A02G368500	chr6A	594661300	594663303	+	2004	0
TraesCS6A02G368600	chr6A	594728866	594734338	+	5473	22
TraesCS6A02G368700	chr6A	594747877	594754263	+	6387	10
TraesCS6A02G368800	chr6A	594753507	594755740	-	2234	1
TraesCS6A02G368900	chr6A	594819237	594823020	+	3784	0
TraesCS6A02G369000	chr6A	594823869	594835502	+	11634	0
TraesCS6A02G369100	chr6A	594854257	594858136	+	3880	1
TraesCS6A02G369200	chr6A	594947384	594952018	+	4635	0
TraesCS6A02G369300	chr6A	594958027	594960931	+	2905	0
TraesCS6A02G369400	chr6A	594976132	594979015	+	2884	0
TraesCS6A02G369500	chr6A	594979250	594983971	+	4722	0
TraesCS6A02G369600	chr6A	594985358	594990860	-	5503	0
TraesCS6A02G369700	chr6A	595001723	595004584	-	2862	0
TraesCS6A02G369800	chr6A	595022638	595029652	-	7015	0
TraesCS6A02G369900	chr6A	595057853	595061606	-	3754	0
TraesCS6A02G370000	chr6A	595064746	595066240	-	1495	0
TraesCS6A02G370100	chr6A	595070399	595078104	+	7706	0
TraesCS6A02G370200	chr6A	595177929	595182621	+	4693	0
TraesCS6A02G370300	chr6A	595182823	595187561	+	4739	0
TraesCS6A02G370400	chr6A	595328257	595331827	+	3571	0
TraesCS6A02G370500	chr6A	595476035	595480726	+	4692	0
TraesCS6A02G370600	chr6A	595480295	595482501	-	2207	0
TraesCS6A02G370700	chr6A	595486869	595491526	-	4658	0
TraesCS6A02G370800	chr6A	595498155	595500657	+	2503	0
TraesCS6A02G370900	chr6A	595509452	595510673	-	1222	0
TraesCS6A02G371000	chr6A	595563589	595565219	+	1631	0
TraesCS6A02G371100	chr6A	595608559	595615056	+	6498	7
TraesCS6A02G371200	chr6A	595622026	595624936	+	2911	0
TraesCS6A02G371300	chr6A	595624936	595629211	+	4276	0
TraesCS6A02G371400	chr6A	595648195	595649670	+	1476	0
TraesCS6A02G371500	chr6A	595659078	595660305	+	1228	0
TraesCS6A02G371600	chr6A	595661087	595665039	-	3953	0
TraesCS6A02G371700	chr6A	595670067	595673584	-	3518	0
TraesCS6A02G371800	chr6A	595773917	595778154	-	4238	0
TraesCS6A02G371900	chr6A	595892949	595895172	+	2224	0
TraesCS6A02G372000	chr6A	596083853	596088508	-	4656	0
TraesCS6A02G372100	chr6A	596129766	596131697	+	1932	6
TraesCS6A02G372200	chr6A	596161585	596162871	-	1287	0
TraesCS6A02G372300	chr6A	596162762	596166947	+	4186	7
TraesCS6A02G372400	chr6A	596169234	596172759	+	3526	0
TraesCS6A02G372500	chr6A	596287653	596295669	-	8017	0
TraesCS6A02G372600	chr6A	596421201	596422104	+	904	16
TraesCS6A02G372700	chr6A	596422053	596430370	-	8318	0
TraesCS6A02G372800	chr6A	596503904	596507199	-	3296	0
TraesCS6A02G372900	chr6A	596515941	596517573	+	1633	0
TraesCS6A02G373000	chr6A	596520109	596526477	-	6369	20
TraesCS6A02G373100	chr6A	596548680	596574313	+	25634	0
TraesCS6A02G373200	chr6A	596580114	596591314	-	11201	3
TraesCS6A02G373300	chr6A	596739621	596741759	+	2139	0
TraesCS6A02G373400	chr6A	596744611	596747628	+	3018	0
TraesCS6A02G373500	chr6A	596746644	596750799	-	4156	0
TraesCS6A02G373600	chr6A	596774914	596778678	-	3765	0
TraesCS6A02G373700	chr6A	596889129	596890505	+	1377	0
TraesCS6A02G373800	chr6A	596890289	596893829	-	3541	0
TraesCS6A02G373900	chr6A	596895364	596897693	+	2330	65
TraesCS6A02G374000	chr6A	596897693	596900545	+	2853	1
TraesCS6A02G374100	chr6A	596904198	596912689	-	8492	0
TraesCS6A02G374200	chr6A	597029530	597034221	-	4692	0
TraesCS6A02G374300	chr6A	597250804	597251995	-	1192	0
TraesCS6A02G374400	chr6A	597284909	597287210	+	2302	1635
TraesCS6A02G374500	chr6A	597288616	597293903	+	5288	3
TraesCS6A02G374600	chr6A	597339914	597344314	+	4401	6
TraesCS6A02G374700	chr6A	597349948	597358981	-	9034	0
TraesCS6A02G374800	chr6A	597362227	597363547	+	1321	0
TraesCS6A02G375000	chr6A	597685103	597690008	-	4906	0
TraesCS6A02G375100	chr6A	597698407	597701124	-	2718	0
TraesCS6A02G375200	chr6A	597780864	597784265	-	3402	0
TraesCS6A02G375300	chr6A	597788413	597790237	+	1825	0
TraesCS6A02G375400	chr6A	597789774	597794740	-	4967	0
TraesCS6A02G375500	chr6A	597830273	597837358	-	7086	0
TraesCS6A02G375600	chr6A	597856942	597863286	+	6345	0
TraesCS6A02G375700	chr6A	597892592	597895147	+	2556	0
TraesCS6A02G375800	chr6A	597937602	597940042	-	2441	1
TraesCS6A02G375900	chr6A	598024309	598026713	+	2405	0
TraesCS6A02G376005	chr6A	598055417	598059222	-	3806	0
TraesCS6A02G376000	chr6A	598063855	598067329	-	3475	0
TraesCS6A02G376100	chr6A	598070132	598071888	-	1757	0
TraesCS6A02G376200	chr6A	598153841	598157729	-	3889	3
TraesCS6A02G376300	chr6A	598163710	598166784	-	3075	0
TraesCS6A02G376400	chr6A	598179875	598181589	+	1715	0
TraesCS6A02G376500	chr6A	598189143	598192599	+	3457	0
TraesCS6A02G376600	chr6A	598209940	598212809	-	2870	0
TraesCS6A02G376700	chr6A	598251988	598253753	-	1766	0
TraesCS6A02G376800	chr6A	598325572	598326972	-	1401	0
TraesCS6A02G376900	chr6A	598459489	598461097	-	1609	0
TraesCS6A02G377000	chr6A	598519406	598520987	-	1582	0
TraesCS6A02G377100	chr6A	598567375	598568775	-	1401	0
TraesCS6A02G377200	chr6A	598574811	598576193	-	1383	0
TraesCS6A02G377300	chr6A	598617518	598620448	-	2931	0
TraesCS6A02G377400	chr6A	598634001	598638400	-	4400	0
TraesCS6A02G377500	chr6A	598789628	598793184	+	3557	0
TraesCS6A02G377600	chr6A	598859239	598862843	+	3605	0
TraesCS6A02G377700	chr6A	598923318	598926783	-	3466	0
TraesCS6A02G377800	chr6A	599027094	599031462	-	4369	0
TraesCS6A02G377900	chr6A	599031604	599036397	+	4794	0
TraesCS6A02G378000	chr6A	599042583	599047360	+	4778	14
TraesCS6A02G378100	chr6A	599047360	599052893	+	5534	0
TraesCS6A02G378200	chr6A	599052893	599058314	+	5422	1
TraesCS6A02G378300	chr6A	599165156	599167784	+	2629	0
TraesCS6A02G378400	chr6A	599216045	599240605	-	24561	0
TraesCS6A02G378500	chr6A	599259305	599262866	+	3562	0
TraesCS6A02G378600	chr6A	599715023	599718585	+	3563	0
TraesCS6A02G378700	chr6A	599807775	599811560	+	3786	0
TraesCS6A02G378800	chr6A	599828759	599832112	-	3354	0
TraesCS6A02G378900	chr6A	599843035	599851019	-	7985	0
TraesCS6A02G379000	chr6A	599909153	599916151	-	6999	0
TraesCS6A02G379100	chr6A	599935225	599936698	+	1474	0
TraesCS6A02G379200	chr6A	599982030	599985284	+	3255	0
TraesCS6A02G379300	chr6A	600127268	600133679	-	6412	0
TraesCS6A02G379400	chr6A	600253870	600261642	+	7773	0
TraesCS6A02G379500	chr6A	600274402	600279502	-	5101	15
TraesCS6A02G379600	chr6A	600302414	600303746	-	1333	0
TraesCS6A02G379700	chr6A	600391562	600397764	+	6203	0
TraesCS6A02G379800	chr6A	600403085	600407422	+	4338	0
TraesCS6A02G379900	chr6A	600452689	600457535	+	4847	0
TraesCS6A02G380000	chr6A	600455507	600462360	-	6854	0
TraesCS6A02G380200	chr6A	600670797	600677639	+	6843	0
TraesCS6A02G380300	chr6A	600693386	600699415	+	6030	0
TraesCS6A02G380400	chr6A	600745082	600746537	+	1456	0
TraesCS6A02G380500	chr6A	600815627	600819007	+	3381	13
TraesCS6A02G380600	chr6A	600884129	600887057	+	2929	0
TraesCS6A02G380700	chr6A	600911735	600913527	-	1793	0
TraesCS6A02G380800	chr6A	600950330	600955452	+	5123	0
TraesCS6A02G380900	chr6A	600975584	600978178	-	2595	0
TraesCS6A02G381000	chr6A	601004067	601006146	-	2080	0
TraesCS6A02G381100	chr6A	601030899	601033113	-	2215	0
TraesCS6A02G381200	chr6A	601132506	601134243	-	1738	0
TraesCS6A02G381300	chr6A	601136635	601138326	-	1692	0
TraesCS6A02G381400	chr6A	601146678	601149243	+	2566	0
TraesCS6A02G381500	chr6A	601148570	601150217	-	1648	0
TraesCS6A02G381600	chr6A	601155746	601157358	-	1613	0
TraesCS6A02G381700	chr6A	601209566	601212044	-	2479	1
TraesCS6A02G381800	chr6A	601222077	601230996	+	8920	0
TraesCS6A02G381900	chr6A	601230996	601234757	+	3762	0
TraesCS6A02G382000	chr6A	601239958	601241326	-	1369	0
TraesCS6A02G382100	chr6A	601255257	601256999	-	1743	0
TraesCS6A02G382200	chr6A	601262753	601264724	-	1972	0
TraesCS6A02G382300	chr6A	601395885	601398482	-	2598	0
TraesCS6A02G382400	chr6A	601472122	601475232	+	3111	765
TraesCS6A02G382500	chr6A	601872235	601875438	+	3204	0
TraesCS6A02G382600	chr6A	601949933	601952448	+	2516	377
TraesCS6A02G382700	chr6A	601952448	601953968	+	1521	0
TraesCS6A02G382800	chr6A	601968042	601970654	+	2613	0
TraesCS6A02G382900	chr6A	602075564	602077771	+	2208	0
TraesCS6A02G383000	chr6A	602131433	602133400	+	1968	0
TraesCS6A02G383100	chr6A	602158247	602160012	-	1766	0
TraesCS6A02G383200	chr6A	602211763	602217296	-	5534	0
TraesCS6A02G383400	chr6A	602443786	602456086	+	12301	23
TraesCS6A02G383500	chr6A	602502594	602504037	+	1444	0
TraesCS6A02G383600	chr6A	602517122	602518532	+	1411	0
TraesCS6A02G383700	chr6A	602622023	602624987	-	2965	0
TraesCS6A02G383800	chr6A	602698767	602711726	-	12960	87
TraesCS6A02G383900	chr6A	602714084	602717682	-	3599	0
TraesCS6A02G384000	chr6A	602724060	602727157	-	3098	12
TraesCS6A02G384100	chr6A	602737885	602740676	-	2792	0
TraesCS6A02G384200	chr6A	602742678	602745570	-	2893	0
TraesCS6A02G384300	chr6A	602813706	602816141	-	2436	0
TraesCS6A02G384400	chr6A	602829941	602832332	+	2392	0
TraesCS6A02G384500	chr6A	602834350	602835562	+	1213	0
TraesCS6A02G384600	chr6A	602912152	602916635	-	4484	0
TraesCS6A02G384700	chr6A	603045257	603047126	+	1870	0
TraesCS6A02G384800	chr6A	603055885	603057546	+	1662	0
TraesCS6A02G384900	chr6A	603080652	603086053	+	5402	0
TraesCS6A02G385000	chr6A	603091205	603096476	+	5272	11
TraesCS6A02G385100	chr6A	603100382	603104964	+	4583	0
TraesCS6A02G385200	chr6A	603135847	603137814	+	1968	0
TraesCS6A02G385300	chr6A	603138011	603140341	+	2331	0
TraesCS6A02G385400	chr6A	603182578	603183882	+	1305	3
TraesCS6A02G385500	chr6A	603183445	603186408	-	2964	0
TraesCS6A02G385600	chr6A	603186408	603191582	-	5175	0
TraesCS6A02G385700	chr6A	603191860	603195283	+	3424	0
TraesCS6A02G385900	chr6A	603202107	603206716	-	4610	0
TraesCS6A02G385800	chr6A	603203149	603205375	+	2227	0
TraesCS6A02G386000	chr6A	603206910	603209445	+	2536	9
TraesCS6A02G386100	chr6A	603242824	603244672	+	1849	0
TraesCS6A02G386200	chr6A	603249197	603251189	+	1993	0
TraesCS6A02G386300	chr6A	603266728	603269602	+	2875	0
TraesCS6A02G386400	chr6A	603271893	603273739	+	1847	17
TraesCS6A02G386500	chr6A	603275630	603279456	+	3827	0
TraesCS6A02G386600	chr6A	603279456	603283956	+	4501	39
TraesCS6A02G386700	chr6A	603296387	603299956	-	3570	1
TraesCS6A02G386800	chr6A	603349709	603358579	-	8871	1
TraesCS6A02G386900	chr6A	603403406	603407441	+	4036	0
TraesCS6A02G387000	chr6A	603646043	603647621	+	1579	0
TraesCS6A02G387100	chr6A	603688426	603691495	-	3070	0
TraesCS6A02G387300	chr6A	603776112	603778886	+	2775	0
TraesCS6A02G387400	chr6A	603804838	603808244	-	3407	0
TraesCS6A02G387600	chr6A	604106271	604115471	-	9201	18
TraesCS6A02G387700	chr6A	604197212	604198511	+	1300	0
TraesCS6A02G387800	chr6A	604294718	604297530	+	2813	0
TraesCS6A02G387900	chr6A	604384647	604387074	+	2428	0
TraesCS6A02G388000	chr6A	604391866	604394184	+	2319	0
TraesCS6A02G388100	chr6A	604444654	604446356	-	1703	0
TraesCS6A02G388200	chr6A	604456549	604458235	-	1687	0
TraesCS6A02G388300	chr6A	604488356	604490363	+	2008	0
TraesCS6A02G388400	chr6A	604504923	604507576	+	2654	0
TraesCS6A02G388500	chr6A	604526904	604528548	+	1645	0
TraesCS6A02G388600	chr6A	604537460	604539419	+	1960	0
TraesCS6A02G388700	chr6A	604571815	604573675	-	1861	3
TraesCS6A02G388800	chr6A	604577369	604579064	-	1696	0
TraesCS6A02G388900	chr6A	604597577	604607179	+	9603	0
TraesCS6A02G389000	chr6A	604606404	604610875	-	4472	0
TraesCS6A02G389100	chr6A	604875776	604880816	-	5041	0
TraesCS6A02G389200	chr6A	604880875	604883222	+	2348	0
TraesCS6A02G389300	chr6A	604883222	604887925	+	4704	11
TraesCS6A02G389400	chr6A	604887720	604892517	-	4798	0
TraesCS6A02G389500	chr6A	604955783	604960412	+	4630	0
TraesCS6A02G389600	chr6A	605037501	605039835	-	2335	0
TraesCS6A02G389700	chr6A	605043528	605045762	+	2235	0
TraesCS6A02G389800	chr6A	605050666	605052010	-	1345	0
TraesCS6A02G389900	chr6A	605102520	605105336	+	2817	0
TraesCS6A02G390000	chr6A	605220314	605225528	+	5215	0
TraesCS6A02G390100	chr6A	605228276	605233261	-	4986	0
TraesCS6A02G390200	chr6A	605318155	605319751	+	1597	0
TraesCS6A02G390300	chr6A	605324997	605340666	+	15670	0
TraesCS6A02G390400	chr6A	605358393	605364416	+	6024	0
TraesCS6A02G390500	chr6A	605367088	605371483	+	4396	0
TraesCS6A02G390600	chr6A	605374819	605382107	-	7289	3
TraesCS6A02G390700	chr6A	605389919	605391812	-	1894	0
TraesCS6A02G390800	chr6A	605544576	605559570	+	14995	2
TraesCS6A02G390900	chr6A	605559570	605566206	+	6637	0
TraesCS6A02G391000	chr6A	605873379	605876032	-	2654	0
TraesCS6A02G391100	chr6A	606035615	606042135	+	6521	0
TraesCS6A02G391200	chr6A	606090208	606091864	-	1657	0
TraesCS6A02G391300	chr6A	606094973	606096368	+	1396	0
TraesCS6A02G391400	chr6A	606128083	606129628	-	1546	0
TraesCS6A02G391500	chr6A	606132841	606134269	-	1429	0
TraesCS6A02G391600	chr6A	606279001	606280495	-	1495	0
TraesCS6A02G391700	chr6A	606434973	606436281	-	1309	0
TraesCS6A02G391800	chr6A	606436945	606441961	-	5017	0
TraesCS6A02G391900	chr6A	606597385	606599321	+	1937	0
TraesCS6A02G392000	chr6A	606761359	606769258	+	7900	26
TraesCS6A02G392100	chr6A	606765933	606768192	-	2260	1066
TraesCS6A02G392200	chr6A	606773639	606778177	+	4539	0
TraesCS6A02G392300	chr6A	606961160	606966679	+	5520	1
TraesCS6A02G392400	chr6A	606969628	606974059	+	4432	0
TraesCS6A02G392500	chr6A	606975143	606981024	+	5882	0
TraesCS6A02G392600	chr6A	606983079	606986720	+	3642	0
TraesCS6A02G392700	chr6A	606983997	606990377	-	6381	0
TraesCS6A02G392800	chr6A	606991425	606997884	+	6460	0
TraesCS6A02G392900	chr6A	606996901	606998426	-	1526	0
TraesCS6A02G393000	chr6A	607051547	607054726	-	3180	0
TraesCS6A02G393100	chr6A	607054822	607057623	+	2802	0
TraesCS6A02G393200	chr6A	607057623	607060161	+	2539	0
TraesCS6A02G393300	chr6A	607393290	607395010	+	1721	0
TraesCS6A02G393400	chr6A	607400680	607402604	+	1925	0
TraesCS6A02G393500	chr6A	607407907	607410431	+	2525	0
TraesCS6A02G393700	chr6A	607425213	607428473	+	3261	0
TraesCS6A02G393800	chr6A	607430367	607439394	-	9028	0
TraesCS6A02G393900	chr6A	607678912	607683762	+	4851	3
TraesCS6A02G394100	chr6A	607925933	607931133	-	5201	0
TraesCS6A02G394200	chr6A	607931222	607934664	+	3443	0
TraesCS6A02G394300	chr6A	607951066	607957477	+	6412	7
TraesCS6A02G394400	chr6A	607957068	607962879	-	5812	0
TraesCS6A02G394500	chr6A	607998245	607999508	-	1264	0
TraesCS6A02G394600	chr6A	608055938	608057252	+	1315	0
TraesCS6A02G394700	chr6A	608073100	608075756	+	2657	9
TraesCS6A02G394800	chr6A	608076809	608082444	-	5636	38
TraesCS6A02G394900	chr6A	608088490	608094889	-	6400	0
TraesCS6A02G395000	chr6A	608113133	608118670	+	5538	0
TraesCS6A02G395100	chr6A	608118509	608120376	-	1868	0
TraesCS6A02G395200	chr6A	608124101	608125808	-	1708	0
TraesCS6A02G395300	chr6A	608215615	608217948	-	2334	0
TraesCS6A02G395400	chr6A	608278158	608279739	-	1582	0
TraesCS6A02G395500	chr6A	608290425	608291998	-	1574	0
TraesCS6A02G395600	chr6A	608356351	608358382	-	2032	0
TraesCS6A02G395700	chr6A	608367221	608370801	+	3581	0
TraesCS6A02G395800	chr6A	608381059	608383037	-	1979	0
TraesCS6A02G395900	chr6A	608399434	608404562	-	5129	0
TraesCS6A02G396000	chr6A	608464459	608466901	-	2443	0
TraesCS6A02G396100	chr6A	608490070	608493863	-	3794	0
TraesCS6A02G396200	chr6A	608503870	608509870	-	6001	0
TraesCS6A02G396300	chr6A	608624611	608627289	+	2679	0
TraesCS6A02G396400	chr6A	608629670	608634387	-	4718	14
TraesCS6A02G396500	chr6A	608643655	608645087	+	1433	0
TraesCS6A02G396600	chr6A	608657905	608662813	-	4909	0
TraesCS6A02G396700	chr6A	608677208	608680705	-	3498	0
TraesCS6A02G396800	chr6A	608709536	608712951	+	3416	0
TraesCS6A02G396900	chr6A	608790715	608793513	-	2799	0
TraesCS6A02G397000	chr6A	608858441	608861315	-	2875	0
TraesCS6A02G397100	chr6A	608871761	608873713	-	1953	0
TraesCS6A02G397200	chr6A	608876165	608881715	-	5551	0
TraesCS6A02G397300	chr6A	608881715	608882481	-	767	0
TraesCS6A02G397400	chr6A	608899484	608902871	-	3388	0
TraesCS6A02G397500	chr6A	608967170	608970706	+	3537	0
TraesCS6A02G397600	chr6A	608977925	608980914	+	2990	0
TraesCS6A02G397700	chr6A	609002715	609006091	+	3377	0
TraesCS6A02G397800	chr6A	609018975	609024213	-	5239	0
TraesCS6A02G397900	chr6A	609031265	609032477	+	1213	0
TraesCS6A02G398000	chr6A	609032346	609037309	-	4964	0
TraesCS6A02G398100	chr6A	609041894	609044681	-	2788	0
TraesCS6A02G398200	chr6A	609055860	609058341	-	2482	0
TraesCS6A02G398300	chr6A	609091418	609093485	+	2068	0
TraesCS6A02G398400	chr6A	609105630	609107673	-	2044	0
TraesCS6A02G398500	chr6A	609108331	609112709	-	4379	0
TraesCS6A02G398600	chr6A	609137469	609144588	+	7120	0
TraesCS6A02G398700	chr6A	609147399	609149733	-	2335	0
TraesCS6A02G398800	chr6A	609157313	609160142	+	2830	0
TraesCS6A02G398900	chr6A	609159692	609163824	-	4133	0
TraesCS6A02G399000	chr6A	609164670	609168683	-	4014	13
TraesCS6A02G399100	chr6A	609168417	609173782	+	5366	11
TraesCS6A02G399200	chr6A	609175660	609178270	+	2611	0
TraesCS6A02G399300	chr6A	609252680	609259301	+	6622	0
TraesCS6A02G399400	chr6A	609285023	609290188	+	5166	0
TraesCS6A02G399500	chr6A	609375212	609377988	-	2777	0
TraesCS6A02G399600	chr6A	609378672	609383684	-	5013	63
TraesCS6A02G399700	chr6A	609400805	609403148	-	2344	0
TraesCS6A02G399800	chr6A	609417754	609426049	+	8296	0
TraesCS6A02G399900	chr6A	609425258	609427771	-	2514	0
TraesCS6A02G400000	chr6A	609446489	609455302	+	8814	13
TraesCS6A02G400100	chr6A	609477929	609480907	-	2979	0
TraesCS6A02G400200	chr6A	609551300	609554421	+	3122	0
TraesCS6A02G400300	chr6A	609559041	609562847	+	3807	0
TraesCS6A02G400400	chr6A	609563585	609566291	-	2707	0
TraesCS6A02G400500	chr6A	609573316	609578524	+	5209	0
TraesCS6A02G400600	chr6A	609668761	609689894	+	21134	0
TraesCS6A02G400700	chr6A	609715157	609718854	-	3698	0
TraesCS6A02G400800	chr6A	609722475	609744218	+	21744	0
TraesCS6A02G400900	chr6A	609728176	609735915	+	7740	0
TraesCS6A02G401000	chr6A	609790120	609798040	+	7921	0
TraesCS6A02G401100	chr6A	609795689	609797663	+	1975	0
TraesCS6A02G401200	chr6A	609812735	609821758	-	9024	0
TraesCS6A02G401300	chr6A	609882251	609886523	-	4273	0
TraesCS6A02G401400	chr6A	609897210	609899787	-	2578	0
TraesCS6A02G401500	chr6A	609971318	609973926	-	2609	3
TraesCS6A02G401600	chr6A	609981727	609983472	-	1746	0
TraesCS6A02G401700	chr6A	610125036	610127483	+	2448	0
TraesCS6A02G401800	chr6A	610188197	610190888	+	2692	0
TraesCS6A02G401900	chr6A	610196750	610201701	+	4952	0
TraesCS6A02G402000	chr6A	610203158	610208014	+	4857	36
TraesCS6A02G402100	chr6A	610267294	610277559	+	10266	0
TraesCS6A02G402200	chr6A	610279941	610282502	-	2562	0
TraesCS6A02G402300	chr6A	610284387	610286863	-	2477	0
TraesCS6A02G402400	chr6A	610309025	610317058	-	8034	0
TraesCS6A02G402500	chr6A	610347775	610352296	-	4522	0
TraesCS6A02G402600	chr6A	610405498	610412979	-	7482	0
TraesCS6A02G402700	chr6A	610509541	610513153	+	3613	0
TraesCS6A02G402800	chr6A	610517612	610521938	-	4327	0
TraesCS6A02G403000	chr6A	610589634	610597539	-	7906	0
TraesCS6A02G403100	chr6A	610604950	610607195	+	2246	0
TraesCS6A02G403200	chr6A	610642323	610644128	+	1806	0
TraesCS6A02G403300	chr6A	610650847	610661368	-	10522	0
TraesCS6A02G403400	chr6A	610798758	610803292	-	4535	8
TraesCS6A02G403500	chr6A	610856192	610858523	-	2332	0
TraesCS6A02G403600	chr6A	610897859	610900613	+	2755	0
TraesCS6A02G403700	chr6A	610902089	610907488	+	5400	0
TraesCS6A02G403800	chr6A	610929180	610931247	+	2068	8
TraesCS6A02G403900	chr6A	610930400	610934246	-	3847	0
TraesCS6A02G404000	chr6A	610942264	610945605	-	3342	0
TraesCS6A02G404100	chr6A	610955537	610957043	+	1507	0
TraesCS6A02G404200	chr6A	610960424	610961915	+	1492	0
TraesCS6A02G404300	chr6A	610988272	610991371	+	3100	0
TraesCS6A02G404400	chr6A	611005103	611007575	+	2473	0
TraesCS6A02G404500	chr6A	611076528	611079609	-	3082	0
TraesCS6A02G404600	chr6A	611197152	611199716	+	2565	67
TraesCS6A02G404700	chr6A	611289222	611294090	-	4869	0
TraesCS6A02G404800	chr6A	611296356	611302350	-	5995	0
TraesCS6A02G404900	chr6A	611306174	611310805	-	4632	0
TraesCS6A02G405000	chr6A	611311664	611314951	-	3288	0
TraesCS6A02G405100	chr6A	611315023	611322212	-	7190	7
TraesCS6A02G405200	chr6A	611327418	611330649	-	3232	0
TraesCS6A02G405300	chr6A	611333650	611336170	-	2521	0
TraesCS6A02G405400	chr6A	611409194	611416350	-	7157	0
TraesCS6A02G405500	chr6A	611482098	611493239	-	11142	0
TraesCS6A02G405600	chr6A	611513232	611515823	+	2592	64
TraesCS6A02G405700	chr6A	611520657	611523329	-	2673	76
TraesCS6A02G405800	chr6A	611533101	611537885	+	4785	0
TraesCS6A02G405900	chr6A	611541075	611542578	+	1504	0
TraesCS6A02G406000	chr6A	611562491	611569384	-	6894	23
TraesCS6A02G406100	chr6A	611574953	611577930	-	2978	0
TraesCS6A02G406200	chr6A	611656393	611661966	+	5574	0
TraesCS6A02G406300	chr6A	611662788	611666132	-	3345	0
TraesCS6A02G406400	chr6A	611709031	611715835	+	6805	0
TraesCS6A02G406500	chr6A	611805720	611809712	+	3993	0
TraesCS6A02G406600	chr6A	611849992	611856943	+	6952	7
TraesCS6A02G406700	chr6A	611856410	611861487	-	5078	3
TraesCS6A02G406800	chr6A	611901255	611905045	+	3791	0
TraesCS6A02G406900	chr6A	612105980	612112184	-	6205	0
TraesCS6A02G407000	chr6A	612121805	612126029	-	4225	0
TraesCS6A02G407100	chr6A	612168407	612170687	-	2281	0
TraesCS6A02G407200	chr6A	612176309	612180757	-	4449	0
TraesCS6A02G407300	chr6A	612186654	612190894	+	4241	0
TraesCS6A02G407500	chr6A	612290538	612294567	+	4030	0
