CARHR207710	AT5G05550
CARHR136520	AT2G41410
CARHR272850	AT5G58910
CARHR154070	AT3G29360
CARHR150750	AT3G45210
CARHR084880	AT3G10400
CARHR123190	AT2G29950
CARHR038750	AT1G48780
CARHR157120	AT3G48350
CARHR024100	AT1G23690
CARHR080140	AT3G05690
CARHR102840	AT2G04845
CARHR282430	ATCG01060
CARHR022990	AT1G22620
CARHR084070	AT3G09660
CARHR174180	AT5G47180
CARHR233040	AT4G25620
CARHR118020	AT2G24180
CARHR222820	AT4G16444
CARHR110180	AT2G19730
CARHR128900	AT2G34740
CARHR215770	AT5G37340
CARHR030500	AT1G30960
CARHR004990	AT1G05510
CARHR278120	AT5G64210
CARHR226160	AT4G19370
CARHR124930	AT2G31310
CARHR075790	AT3G01250
CARHR152280	AT3G29130
CARHR267970	AT5G54660
CARHR070560	AT1G77030
CARHR277600	AT5G63690
CARHR267790	AT5G54510
CARHR228960	AT4G22130
CARHR080950	AT3G06420
CARHR134500	AT2G39660
CARHR188850	AT5G24600
CARHR026850	AT1G24260
CARHR208800	AT5G04470
CARHR235130	AT4G27450
CARHR224000	AT4G17390
CARHR064690	AT1G71880
CARHR060530	AT1G67880
CARHR200390	AT5G13080
CARHR222790	AT4G16440
CARHR000730	AT1G01620
CARHR038280	AT1G48635
CARHR226970	AT4G20140
CARHR283130	ATMG00880
CARHR289020	AT5G66890
CARHR191040	AT5G22500
CARHR178170	AT5G44730
CARHR252520	AT4G05010
CARHR243840	AT4G35510
CARHR086030	AT3G11480
CARHR192880	AT5G19970
CARHR261850	AT5G40250
CARHR174620	AT5G46830
CARHR002380	AT1G03040
CARHR138660	AT2G43540
CARHR195200	AT5G17920
CARHR167060	AT3G56910
CARHR193410	AT4G33260
CARHR132650	AT2G38070
CARHR163030	AT1G51670
CARHR281320	AT5G66400
CARHR087070	AT3G12570
CARHR173830	AT5G47520
CARHR009170	AT1G09210
CARHR168840	AT3G58450
CARHR164560	AT3G54650
CARHR168660	AT3G58300
CARHR070300	AT1G76760
CARHR069110	AT1G75710
CARHR010270	AT1G10170
CARHR258120	AT5G50370
CARHR064340	AT1G71050
CARHR138460	AT2G43390
CARHR269650	AT5G56250
CARHR245440	AT4G37080
CARHR162740	AT3G52870
CARHR207780	AT5G05490
CARHR182770	AT5G44330
CARHR028460	AT1G29150
CARHR097940	AT3G22080
CARHR228200	AT4G21534
CARHR273670	AT5G60050
CARHR225340	AT4G19870
CARHR092690	AT3G17365
CARHR121140	AT2G28040
CARHR173020	AT3G62750
CARHR198490	AT5G14860
CARHR075130	AT3G01800
CARHR240240	AT4G32340
CARHR196680	AT5G16550
CARHR019230	AT1G18610
CARHR238060	AT4G30160
CARHR190080	AT5G23430
CARHR051650	AT1G61110
CARHR134740	AT2G39840
CARHR031100	AT1G31800
CARHR206560	AT5G06650
CARHR251760	AT4G03330
CARHR241160	AT4G33140
CARHR205060	AT5G08130
CARHR226610	AT4G19840
CARHR276850	AT5G63050
CARHR009710	AT1G09740
CARHR274110	AT5G60450
CARHR213260	AT5G41110
CARHR244990	AT4G36650
CARHR115330	AT2G25880
CARHR052070	AT1G61000
CARHR089700	AT3G14770
CARHR071960	AT1G78440
CARHR191450	AT5G22080
CARHR085850	AT3G11290
CARHR283190	ATMG00920
CARHR239350	AT4G31460
CARHR138080	AT2G43020
CARHR290420	AT4G15890
CARHR225950	AT4G19050
CARHR200920	AT5G12200
CARHR250360	AT4G04500
CARHR228770	AT4G21960
CARHR268690	AT5G55350
CARHR001330	AT1G01140
CARHR092270	AT3G17020
CARHR206780	AT5G06080
CARHR142970	AT2G47560
CARHR142790	AT2G47400
CARHR212090	AT5G01730
CARHR188900	AT5G24530
CARHR220070	AT4G14050
CARHR131300	AT2G36840
CARHR132900	AT2G38310
CARHR083700	AT3G09330
CARHR062970	AT1G69890
CARHR235470	AT4G27745
CARHR131900	AT1G70080
CARHR205200	AT5G07990
CARHR159200	AT3G50140
CARHR143510	AT2G48110
CARHR214020	AT5G38590
CARHR157830	AT3G49010
CARHR023730	AT1G23290
CARHR028280	AT4G14600
CARHR089830	AT3G14890
CARHR280370	AT5G67260
CARHR023220	AT1G22870
CARHR247660	AT4G39090
CARHR107520	AT4G04830
CARHR269070	AT5G55760
CARHR286960	AT1G31650
CARHR087750	AT3G13170
CARHR221700	AT4G15010
CARHR018010	AT1G17420
CARHR011050	AT1G10830
CARHR121550	AT2G28540
CARHR151220	AT3G44820
CARHR186670	AT5G26860
CARHR043690	AT1G53470
CARHR005810	AT1G06250
CARHR079740	AT3G05400
CARHR250440	AT4G02220
CARHR015990	AT1G15430
CARHR250110	AT4G01560
CARHR068190	AT1G74870
CARHR206210	AT5G06940
CARHR164740	AT3G54800
CARHR191300	AT5G22260
CARHR059710	AT2G25355
CARHR059860	AT1G67330
CARHR294080	AT4G38340
CARHR188110	AT5G25400
CARHR225160	AT4G18375
CARHR136950	AT2G41860
CARHR277730	AT5G63830
CARHR008440	AT1G08540
CARHR243500	AT4G35180
CARHR194790	AT5G18270
CARHR246970	AT4G39745
CARHR270370	AT5G56680
CARHR228820	AT4G22010
CARHR178070	AT5G44800
CARHR111140	AT2G20570
CARHR257830	AT5G50460
CARHR151680	AT3G17500
CARHR092890	AT3G17580
CARHR232970	AT4G25550
CARHR281220	AT5G66530
CARHR038990	AT1G48980
CARHR234520	AT4G26910
CARHR190320	AT5G23212
CARHR245460	AT4G37050
CARHR284930	AT5G42320
CARHR197110	AT5G16190
CARHR179140	AT5G44130
CARHR068220	AT1G74900
CARHR062390	AT1G69460
CARHR146920	AT3G25930
CARHR068990	AT1G75600
CARHR272200	AT5G58370
CARHR170920	AT3G60520
CARHR054920	AT1G56590
CARHR278490	AT5G64520
CARHR197390	AT5G15920
CARHR046310	AT1G64610
CARHR276740	AT5G62930
CARHR274170	AT5G60510
CARHR224210	AT4G17510
CARHR046640	AT1G64320
CARHR226500	AT4G19680
CARHR107380	AT2G17040
CARHR250010	AT4G01660
CARHR212780	AT5G41790
CARHR194860	AT5G18200
CARHR200780	AT5G12330
CARHR204550	AT5G08450
CARHR045840	AT4G00872
CARHR117510	AT2G24530
CARHR094330	AT3G18890
CARHR270510	AT5G56760
CARHR144290	AT2G01730
CARHR244230	AT4G35860
CARHR111360	AT2G20720
CARHR072680	AT1G79010
CARHR291410	AT5G26880
CARHR112940	AT2G21910
CARHR022170	AT1G21790
CARHR206500	AT5G06700
CARHR273440	AT5G59850
CARHR090820	AT3G15720
CARHR044640	AT1G54280
CARHR132010	AT2G37585
CARHR173140	AT3G62880
CARHR084810	AT3G10330
CARHR100550	AT3G24460
CARHR086080	AT3G11530
CARHR290120	AT4G15720
CARHR274540	AT5G60860
CARHR278950	AT5G64910
CARHR015220	AT1G14690
CARHR274980	AT5G61230
CARHR096790	AT3G20910
CARHR073620	AT1G80850
CARHR042120	AT1G51960
CARHR140240	AT2G44980
CARHR106650	AT2G16400
CARHR231770	AT4G24350
CARHR025770	AT1G26130
CARHR110660	AT2G20142
CARHR120730	AT2G28050
CARHR074070	AT1G80550
CARHR187630	AT5G25790
CARHR154660	AT3G46220
CARHR120040	AT2G27450
CARHR097440	AT3G21510
CARHR082940	AT3G08640
CARHR225570	AT4G18710
CARHR016550	AT1G16040
CARHR236740	AT4G29010
CARHR021850	AT1G21480
CARHR144440	AT2G01880
CARHR072530	AT1G78922
CARHR144270	AT2G01710
CARHR016080	AT1G15510
CARHR078900	AT3G04670
CARHR050350	AT1G61950
CARHR007240	AT2G29140
CARHR207030	AT5G06290
CARHR012640	AT1G12350
CARHR194100	AT5G18920
CARHR196760	AT5G16470
CARHR007710	AT1G07900
CARHR132330	AT2G37260
CARHR122390	AT2G29100
CARHR086880	AT3G12345
CARHR026080	AT1G25400
CARHR129630	AT2G35480
CARHR174970	AT1G27540
CARHR207290	AT5G05930
CARHR155390	AT3G46800
CARHR061610	AT1G68790
CARHR169310	AT3G58930
CARHR010860	AT1G10680
CARHR073480	AT1G79710
CARHR214450	AT5G38210
CARHR176840	AT5G45300
CARHR255960	AT4G10630
CARHR067470	AT1G74210
CARHR275850	AT5G62065
CARHR244330	AT4G35930
CARHR176510	AT5G45510
CARHR192090	AT5G20720
CARHR267360	AT5G54160
CARHR019500	AT1G18850
CARHR161150	AT3G51560
CARHR280100	AT5G67490
CARHR016330	AT1G15820
CARHR191210	AT5G22330
CARHR100800	AT3G24570
CARHR132480	AT2G37930
CARHR099510	AT3G23590
CARHR205080	AT5G08110
CARHR271130	AT5G57340
CARHR274320	AT5G60640
CARHR202690	AT5G10620
CARHR279570	AT5G65620
CARHR103980	AT2G07050
CARHR274120	AT5G60460
CARHR168770	AT3G58400
CARHR117400	AT4G10230
CARHR247760	AT4G39010
CARHR039710	AT1G49660
CARHR077470	AT3G03450
CARHR193140	AT5G19760
CARHR086340	AT3G11780
CARHR279960	AT5G67630
CARHR223130	AT4G16630
CARHR101600	AT3G25240
CARHR140000	AT2G44790
CARHR279250	AT5G65290
CARHR249610	AT4G02070
CARHR202780	AT5G10510
CARHR249400	AT4G00940
CARHR085280	AT3G10700
CARHR033420	AT1G34030
CARHR285680	AT5G59310
CARHR023850	AT1G23410
CARHR202600	AT5G10720
CARHR275570	AT5G61810
CARHR218710	AT4G13230
CARHR225920	AT4G19010
CARHR030190	AT1G30730
CARHR020100	AT1G19530
CARHR163990	AT3G54110
CARHR040560	AT1G50520
CARHR124630	AT2G31081
CARHR275220	AT5G61460
CARHR017680	AT1G17140
CARHR109180	AT2G18590
CARHR100410	AT3G24315
CARHR081940	AT3G07290
CARHR135590	AT2G40475
CARHR245700	AT4G37300
CARHR290060	AT4G15660
CARHR051400	AT1G61230
CARHR284320	AT5G47900
CARHR098160	AT3G22260
CARHR013590	AT1G13210
CARHR093510	AT3G18180
CARHR006040	AT1G06430
CARHR105830	AT2G15560
CARHR047690	AT1G63650
CARHR037210	AT1G47578
CARHR139100	AT2G43910
CARHR037740	AT1G48100
CARHR069470	AT1G75920
CARHR208320	AT5G04940
CARHR119520	AT2G27140
CARHR037960	AT1G48350
CARHR119030	AT2G26870
CARHR133820	AT2G39050
CARHR154440	AT3G46080
CARHR162240	AT3G52470
CARHR011730	AT1G10980
CARHR278810	AT5G64813
CARHR138270	AT2G43210
CARHR063610	AT1G70440
CARHR030770	AT1G31310
CARHR063960	AT1G70700
CARHR148530	AT3G27270
CARHR239160	AT4G31290
CARHR084620	AT3G10140
CARHR128730	AT2G34630
CARHR198790	AT5G14520
CARHR027590	AT1G28120
CARHR086740	AT3G12160
CARHR128040	AT2G33880
CARHR219510	AT4G13720
CARHR209730	AT5G03590
CARHR065750	AT1G72830
CARHR283450	ATMG01230
CARHR027840	AT1G28350
CARHR242030	AT4G34300
CARHR090030	AT3G15070
CARHR185870	AT5G27240
CARHR228510	AT4G21770
CARHR141800	AT2G46494
CARHR127810	AT2G33750
CARHR017060	AT1G16590
CARHR185340	AT5G28830
CARHR029700	AT1G30320
CARHR093440	AT3G18140
CARHR254810	AT4G11600
CARHR138100	AT2G43030
CARHR272440	AT5G58600
CARHR190400	AT5G23130
CARHR116750	AT2G24970
CARHR070170	AT1G76610
CARHR210150	AT5G03200
CARHR203000	AT5G10300
CARHR246490	AT4G38090
CARHR209040	AT5G04240
CARHR010480	AT1G10350
CARHR069610	AT1G76070
CARHR192230	AT5G20570
CARHR166070	AT3G55990
CARHR213720	AT5G40790
CARHR222660	AT4G16270
CARHR162020	AT3G52260
CARHR102430	AT2G04540
CARHR248620	AT4G00500
CARHR221060	AT4G14680
CARHR187910	AT5G25480
CARHR138410	AT2G43330
CARHR014900	AT1G14450
CARHR167300	AT3G57120
CARHR005660	AT1G06150
CARHR163370	AT3G53470
CARHR108920	AT2G18330
CARHR218840	AT4G13300
CARHR020540	AT3G25940
CARHR151160	AT3G44880
CARHR206950	AT5G06250
CARHR284150	AT1G58360
CARHR105520	AT3G11080
CARHR101860	AT3G25520
CARHR047030	AT1G63940
CARHR001710	AT1G02390
CARHR251670	AT4G03220
CARHR009540	AT1G09570
CARHR264710	AT5G51830
CARHR164970	AT3G54970
CARHR226110	AT5G48100
CARHR266340	AT5G53300
CARHR003970	AT1G04620
CARHR153470	AT3G30380
CARHR102380	AT2G04450
CARHR114450	AT2G23093
CARHR094940	AT3G19510
CARHR075210	AT3G01710
CARHR229310	AT5G50380
CARHR163880	AT3G53980
CARHR245050	AT4G36700
CARHR038140	AT1G48510
CARHR092210	AT3G16940
CARHR005480	AT1G05950
CARHR114500	AT2G23060
CARHR098210	AT3G22310
CARHR261870	AT5G40240
CARHR279130	AT5G65207
CARHR144370	AT2G01818
CARHR276210	AT5G62420
CARHR112430	AT2G21510
CARHR149660	AT3G28040
CARHR247460	AT4G39235
CARHR062560	AT1G69610
CARHR130270	AT2G36010
CARHR267580	AT5G54290
CARHR137050	AT2G41945
CARHR068050	AT1G74730
CARHR083050	AT3G08760
CARHR026640	AT1G24485
CARHR071500	AT1G78050
CARHR152070	AT3G28970
CARHR145230	AT2G02790
CARHR264850	AT5G51920
CARHR060700	AT1G68040
CARHR083720	AT3G09360
CARHR244480	AT4G36080
CARHR229930	AT4G22890
CARHR217590	AT5G35550
CARHR240850	AT4G32850
CARHR032870	AT1G33420
CARHR078350	AT3G04200
CARHR071550	AT1G78090
CARHR071220	AT1G77710
CARHR094440	AT3G19020
CARHR279560	AT5G65600
CARHR157640	AT3G48820
CARHR130220	AT2G35960
CARHR294390	AT4G38670
CARHR002590	AT1G03290
CARHR169830	AT3G59430
CARHR148420	AT3G27210
CARHR076020	AT3G01050
CARHR076790	AT3G02780
CARHR142580	AT2G47190
CARHR186190	AT5G27670
CARHR072050	AT1G78560
CARHR148950	AT3G27570
CARHR137230	AT2G42190
CARHR137940	AT2G42870
CARHR035470	AT1G43800
CARHR212000	AT5G01640
CARHR164350	AT3G54450
CARHR009810	AT1G09812
CARHR062700	AT1G69710
CARHR026500	AT1G24575
CARHR086770	AT3G12200
CARHR172990	AT3G62720
CARHR148570	AT3G27290
CARHR004280	AT1G04890
CARHR046620	AT1G64350
CARHR143980	AT2G01460
CARHR000440	AT1G01920
CARHR287170	ATMG00060
CARHR231010	AT4G23640
CARHR056920	AT1G65270
CARHR165240	AT3G55240
CARHR196490	AT5G16700
CARHR191840	AT5G21010
CARHR217620	AT5G35560
CARHR194060	AT5G18950
CARHR077170	AT3G03150
CARHR008630	AT1G08710
CARHR257330	AT5G50650
CARHR078170	AT3G04050
CARHR008140	AT1G08290
CARHR050640	AT1G61690
CARHR127690	AT2G33690
CARHR171310	AT3G60920
CARHR002620	AT1G03310
CARHR253300	AT4G04210
CARHR175340	AT5G46420
CARHR220440	AT4G14280
CARHR250870	AT4G02580
CARHR170040	AT3G59670
CARHR076240	AT3G02280
CARHR002970	AT1G03630
CARHR191680	AT5G21274
CARHR140030	AT2G44820
CARHR156810	AT3G48080
CARHR281680	AT5G66070
CARHR058650	AT1G66620
CARHR049570	AT1G62350
CARHR259420	AT4G08330
CARHR046780	AT1G64160
CARHR147050	AT3G26060
CARHR004750	AT1G05280
CARHR143180	AT2G47800
CARHR136250	AT2G41160
CARHR136600	AT2G41480
CARHR167250	AT3G57060
CARHR282610	ATMG00040
CARHR261510	AT5G40480
CARHR163220	AT3G53350
CARHR089130	AT3G14225
CARHR000190	AT1G02140
CARHR067280	AT1G74120
CARHR161580	AT3G51950
CARHR097140	AT3G21240
CARHR194650	AT5G18380
CARHR023690	AT1G23230
CARHR194300	AT5G18700
CARHR132440	AT2G37890
CARHR209200	AT5G04070
CARHR270740	AT5G57000
CARHR227230	AT4G20400
CARHR098670	AT3G22810
CARHR204630	AT5G08410
CARHR230990	AT4G23610
CARHR139270	AT2G44110
CARHR114870	AT2G26140
CARHR086920	AT3G12390
CARHR088840	AT3G13840
CARHR271830	AT5G58020
CARHR110170	AT2G19720
CARHR274840	AT5G61150
CARHR099980	AT3G44120
CARHR278560	AT5G64600
CARHR203060	AT5G10240
CARHR170260	AT3G59950
CARHR155090	AT3G46690
CARHR127650	AT2G33640
CARHR096630	AT3G61720
CARHR279510	AT5G65530
CARHR207420	AT5G05830
CARHR250940	AT4G02640
CARHR143230	AT2G47820
CARHR046870	AT1G64065
CARHR077260	AT3G03240
CARHR161450	AT3G51820
CARHR025690	AT1G26220
CARHR136540	AT2G41420
CARHR123540	AT2G30240
CARHR182830	AT5G48890
CARHR278040	AT5G64130
CARHR032120	AT1G32740
CARHR136010	AT2G40900
CARHR255880	AT4G10720
CARHR273090	AT5G59610
CARHR003080	AT1G03750
CARHR133210	AT2G38510
CARHR276520	AT5G62730
CARHR023960	AT1G23540
CARHR263850	AT5G38820
CARHR204490	AT5G08500
CARHR175960	AT5G45970
CARHR103290	AT2G05630
CARHR097320	AT3G21370
CARHR150910	AT3G45060
CARHR232830	AT4G25420
CARHR121760	AT2G28650
CARHR082710	AT3G07970
CARHR236240	AT4G28470
CARHR027270	AT1G27752
CARHR186330	AT5G27850
CARHR072230	AT1G78700
CARHR079220	AT3G04940
CARHR183120	AT5G48740
CARHR087770	AT3G13180
CARHR237110	AT4G29310
CARHR095780	AT3G20190
CARHR140120	AT2G44860
CARHR073540	AT1G80930
CARHR025520	AT1G26440
CARHR280970	AT5G65650
CARHR155270	AT3G46520
CARHR073010	AT1G79350
CARHR180610	AT5G43260
CARHR157930	AT3G49100
CARHR219100	AT4G13460
CARHR067860	AT1G74590
CARHR152650	AT3G47110
CARHR255080	AT4G11460
CARHR063350	AT1G70230
CARHR168030	AT3G25080
CARHR139860	AT2G44650
CARHR080710	AT3G06190
CARHR011500	AT1G11260
CARHR266990	AT5G53860
CARHR187810	AT5G25560
CARHR008850	AT1G08940
CARHR187700	AT5G25620
CARHR181870	AT5G42490
CARHR117180	AT2G24680
CARHR021990	AT1G21640
CARHR060160	AT1G67580
CARHR087440	AT3G12920
CARHR232090	AT4G24710
CARHR269320	AT5G55950
CARHR197870	AT5G15450
CARHR197300	AT5G16020
CARHR143970	AT2G01450
CARHR140360	AT2G45130
CARHR221390	AT4G14819
CARHR019770	AT1G19170
CARHR153610	AT3G33530
CARHR225830	AT4G18950
CARHR161900	AT3G52155
CARHR193550	AT5G19400
CARHR061420	AT1G68620
CARHR198010	AT5G15300
CARHR255550	AT4G11060
CARHR198680	AT5G14640
CARHR001480	AT1G01030
CARHR165260	AT3G55260
CARHR101290	AT3G24870
CARHR096580	AT3G20760
CARHR135400	AT2G40316
CARHR135050	AT2G40090
CARHR202330	AT5G10960
CARHR041570	AT1G51410
CARHR178870	AT5G44310
CARHR207170	AT5G06060
CARHR107840	AT2G17640
CARHR264690	AT5G51810
CARHR075820	AT3G01220
CARHR233990	AT4G26430
CARHR074790	AT1G80460
CARHR162900	AT3G53010
CARHR166680	AT3G56570
CARHR227270	AT4G20440
CARHR095360	AT3G19840
CARHR126920	AT2G32970
CARHR094160	AT3G18770
CARHR050720	AT1G61640
CARHR268200	AT5G54860
CARHR253790	AT4G12410
CARHR227900	AT4G21323
CARHR104460	AT3G44460
CARHR180360	AT5G43320
CARHR262720	AT5G39570
CARHR278740	AT5G64750
CARHR036970	AT1G32430
CARHR122230	AT2G29000
CARHR099180	AT3G23230
CARHR040950	AT1G50900
CARHR044430	AT1G54095
CARHR020820	AT1G20350
CARHR152510	AT3G42950
CARHR101470	AT3G25150
CARHR125860	AT2G32060
CARHR267000	AT5G53870
CARHR201750	AT5G11470
CARHR020630	AT1G20132
CARHR234490	AT4G26880
CARHR238170	AT4G30260
CARHR085490	AT3G10915
CARHR094070	AT3G18690
CARHR208790	AT5G04480
CARHR199550	AT5G13880
CARHR281030	AT5G66690
CARHR154050	AT3G29350
CARHR021350	AT1G20920
CARHR074530	AT1G79960
CARHR227220	AT4G20390
CARHR150000	AT3G45620
CARHR074240	AT1G80245
CARHR290250	AT4G15765
CARHR118000	AT2G24190
CARHR022970	AT1G22600
CARHR157020	AT3G48260
CARHR118530	AT2G26640
CARHR294000	AT4G38220
CARHR254840	AT4G11570
CARHR002020	AT1G02720
CARHR084010	AT3G09600
CARHR193370	AT5G19530
CARHR030560	AT1G31040
CARHR144010	AT2G01490
CARHR283430	ATMG01200
CARHR081000	AT3G06470
CARHR237370	AT4G29540
CARHR017210	AT1G16750
CARHR003610	AT1G04280
CARHR233320	AT4G25850
CARHR065100	AT1G72240
CARHR267910	AT5G54610
CARHR070540	AT1G77000
CARHR086520	AT3G11964
CARHR070090	AT1G76540
CARHR185560	AT5G49620
CARHR016230	AT1G15740
CARHR134560	AT2G39720
CARHR085720	AT3G11130
CARHR282170	ATCG00660
CARHR060550	AT1G67900
CARHR217360	AT3G49610
CARHR072970	AT1G79320
CARHR229720	AT4G22760
CARHR229230	AT4G22320
CARHR252020	AT4G03610
CARHR280310	AT5G67300
CARHR140400	AT2G45180
CARHR091070	AT3G15930
CARHR002360	AT1G03020
CARHR243860	AT4G35530
CARHR191020	AT5G22540
CARHR294140	AT4G38410
CARHR198170	AT5G15140
CARHR099720	AT3G23730
CARHR012360	AT1G62390
CARHR195220	AT5G17900
CARHR080060	AT3G05620
CARHR132670	AT2G38090
CARHR173810	AT5G47540
CARHR157340	AT3G48540
CARHR173760	AT5G47590
CARHR294060	AT4G38250
CARHR212620	AT5G41940
CARHR024000	AT1G23570
CARHR109240	AT2G18650
CARHR055770	AT2G32910
CARHR144300	AT2G01735
CARHR064410	AT1G71120
CARHR052270	AT1G60660
CARHR009480	AT1G09510
CARHR162760	AT3G52890
CARHR245130	AT4G36770
CARHR193970	AT5G19020
CARHR176080	AT5G45880
CARHR136930	AT2G41840
CARHR028440	AT1G29120
CARHR245420	AT4G37090
CARHR255150	AT4G11420
CARHR141490	AT2G46220
CARHR030380	AT1G30890
CARHR213670	AT5G40850
CARHR273650	AT5G60020
CARHR093410	AT3G18100
CARHR153200	AT3G29810
CARHR146700	AT3G25790
CARHR097920	AT3G22060
CARHR139420	AT2G44250
CARHR175420	AT5G46370
CARHR081430	AT3G06810
CARHR176430	AT5G45600
CARHR135780	AT2G40670
CARHR075110	AT3G01820
CARHR198960	AT5G14360
CARHR195670	AT5G17520
CARHR206230	AT5G06920
CARHR112330	AT5G37560
CARHR051670	AT1G61100
CARHR055590	AT1G54490
CARHR142000	AT2G46650
CARHR173100	AT3G62830
CARHR086000	AT3G11450
CARHR131090	AT2G36730
CARHR031160	AT1G31820
CARHR246910	AT4G39795
CARHR089720	AT3G14780
CARHR056020	AT1G54840
CARHR200600	AT5G12850
CARHR143750	AT2G01200
CARHR147230	AT3G26200
CARHR168780	AT3G58250
CARHR091690	AT3G16480
CARHR266530	AT5G53400
CARHR071940	AT1G78420
CARHR138320	AT2G43240
CARHR215630	AT1G33790
CARHR034600	AT1G35830
CARHR009230	AT1G09250
CARHR081060	AT3G06510
CARHR221490	AT4G14890
CARHR133780	AT2G39000
CARHR243740	AT4G35420
CARHR043450	AT1G53230
CARHR043320	AT1G53100
CARHR225930	AT4G19020
CARHR271790	AT5G58000
CARHR087650	AT3G13070
CARHR258530	AT5G50100
CARHR190770	AT5G22800
CARHR238700	AT4G30840
CARHR253800	AT4G12400
CARHR062950	AT1G69870
CARHR019590	AT1G18960
CARHR142910	AT2G47510
CARHR240340	AT4G32420
CARHR083760	AT4G33900
CARHR013010	AT1G12710
CARHR070320	AT1G76790
CARHR009150	AT1G09195
CARHR131320	AT2G36870
CARHR070890	AT1G77405
CARHR028910	AT1G29520
CARHR032600	AT1G33240
CARHR089580	AT3G14600
CARHR089850	AT3G14910
CARHR263790	AT5G38830
CARHR008280	AT1G08400
CARHR145490	AT2G03150
CARHR023750	AT1G23300
CARHR078540	AT3G04360
CARHR023200	AT1G22840
CARHR168960	AT3G58570
CARHR063390	AT1G70270
CARHR121570	AT2G28560
CARHR281290	AT5G66460
CARHR018070	AT1G17470
CARHR163410	AT3G53510
CARHR005830	AT1G06270
CARHR005340	AT1G05810
CARHR027040	AT1G27440
CARHR221720	AT4G15020
CARHR268310	AT5G54970
CARHR160610	AT3G51030
CARHR017860	AT1G17270
CARHR079760	AT3G05420
CARHR228210	AT4G21540
CARHR250460	AT4G02250
CARHR272430	AT5G58580
CARHR068420	AT1G75100
CARHR276930	AT5G63110
CARHR276560	AT5G62770
CARHR174770	AT5G46730
CARHR205040	AT5G08141
CARHR256140	AT4G10490
CARHR009730	AT1G09750
CARHR210030	AT5G03310
CARHR222840	AT4G16450
CARHR003160	AT1G03830
CARHR266200	AT5G53140
CARHR227090	AT4G20260
CARHR287220	ATMG01275
CARHR225410	AT4G18570
CARHR171500	AT3G61190
CARHR200270	AT5G13200
CARHR241740	AT4G33640
CARHR008460	AT1G08560
CARHR240460	AT4G32530
CARHR038970	AT1G48960
CARHR088980	AT3G14120
CARHR053630	AT1G58290
CARHR057990	AT2G03820
CARHR082380	AT3G07670
CARHR114990	AT2G26190
CARHR080470	AT3G05970
CARHR160260	AT3G50750
CARHR151720	AT3G28740
CARHR156980	AT5G35600
CARHR199630	AT5G13810
CARHR212500	AT5G42070
CARHR276970	AT5G63135
CARHR217300	AT5G35200
CARHR146940	AT3G25950
CARHR293520	AT2G17220
CARHR226200	AT4G19410
CARHR220620	AT4G14410
CARHR274180	AT5G60520
CARHR054940	AT4G19720
CARHR042320	AT1G52160
CARHR049140	AT1G62700
CARHR042490	AT1G52343
CARHR103150	AT2G05400
CARHR272260	AT5G58430
CARHR106410	AT2G10940
CARHR285120	AT5G25070
CARHR143530	AT2G48140
CARHR147090	AT3G26090
CARHR285830	AT5G59460
CARHR194620	AT5G42120
CARHR045310	AT1G55610
CARHR045640	AT1G55920
CARHR210220	AT5G03140
CARHR103620	AT2G06000
CARHR045860	AT1G56110
CARHR111340	AT2G20700
CARHR088180	AT3G13510
CARHR144810	AT2G02150
CARHR204570	AT5G08440
CARHR200050	AT5G13380
CARHR114190	AT2G22870
CARHR095340	AT3G19830
CARHR022400	AT1G22050
CARHR088670	AT3G13880
CARHR090800	AT3G15700
CARHR112920	AT2G21880
CARHR022150	AT1G21760
CARHR007080	AT1G07370
CARHR104810	AT2G13570
CARHR122000	AT2G28840
CARHR168690	AT3G58350
CARHR026310	AT1G25250
CARHR132070	AT2G37540
CARHR278970	AT1G77080
CARHR015240	AT1G14710
CARHR240070	AT4G32140
CARHR098330	AT3G22425
CARHR187120	AT5G26250
CARHR109880	AT2G19440
CARHR213700	AT5G40810
CARHR234300	AT4G26690
CARHR231970	AT4G24570
CARHR231200	AT4G23810
CARHR042140	AT1G51970
CARHR025750	AT1G26160
CARHR000270	AT1G02065
CARHR136970	AT2G41880
CARHR231310	AT4G23900
CARHR204600	AT5G08420
CARHR235980	AT4G28270
CARHR291510	AT3G63460
CARHR156160	AT3G47520
CARHR067670	AT1G74410
CARHR232400	AT4G25010
CARHR253400	AT4G04040
CARHR082960	AT3G08660
CARHR124500	AT2G30980
CARHR024800	AT1G27100
CARHR021830	AT1G21450
CARHR283890	AT1G58684
CARHR066810	AT1G73740
CARHR234420	AT4G26800
CARHR132310	AT2G37280
CARHR072550	AT1G78940
CARHR249010	AT4G01310
CARHR170670	AT3G60350
CARHR152110	AT3G29020
CARHR040890	AT1G50840
CARHR254540	AT4G11750
CARHR061630	AT1G68800
CARHR110690	AT2G20190
CARHR237580	AT4G29730
CARHR225510	AT4G18650
CARHR165010	AT3G55005
CARHR201900	AT5G11350
CARHR289330	AT3G53310
CARHR010840	AT1G10660
CARHR161020	AT3G51420
CARHR210260	AT5G03070
CARHR255940	AT4G10640
CARHR067490	AT1G74230
CARHR294100	AT4G38360
CARHR099740	AT3G23750
CARHR255760	AT4G10850
CARHR194840	AT5G18220
CARHR210730	AT5G02620
CARHR194510	AT5G18500
CARHR194160	AT5G18850
CARHR145320	AT2G02880
CARHR066720	AT1G73655
CARHR201310	AT5G11850
CARHR280120	AT5G67470
