AT1G06190	CARHR005720
AT5G02320	CARHR211060
AT5G65430	CARHR279410
AT4G20200	CARHR227020
AT2G41200	CARHR136300
AT1G61065	CARHR052190
AT1G18290	CARHR018850
AT1G14570	CARHR015070
AT5G49980	CARHR258730
AT3G02050	CARHR074880
AT1G17070	CARHR017600
AT3G03900	CARHR078020
AT3G08760	CARHR083050
AT5G63320	CARHR277170
AT1G03820	CARHR003150
AT4G11270	CARHR255320
AT1G79940	CARHR074540
AT2G07170	CARHR104000
AT1G33430	CARHR032880
AT3G59670	CARHR170040
AT5G51850	CARHR264740
AT1G05250	CARHR004710
AT3G18080	CARHR093400
AT4G33530	CARHR241630
AT3G51080	CARHR160660
AT3G22350	CARHR099690
AT3G15020	CARHR089980
AT4G27090	CARHR255990
AT5G24630	CARHR188820
AT5G67560	CARHR280030
AT4G10140	CARHR261230
AT1G12930	CARHR013280
AT3G04680	CARHR078910
AT3G13720	CARHR088450
AT1G31430	CARHR030950
AT1G49850	CARHR039900
AT3G20930	CARHR096810
AT1G80730	CARHR073760
AT3G27460	CARHR148830
AT3G26110	CARHR147110
AT1G44575	CARHR035950
AT1G77660	CARHR071160
AT1G18470	CARHR019080
AT1G14790	CARHR015330
AT5G64940	CARHR293830
AT3G23190	CARHR099140
AT5G06350	CARHR207090
AT3G26115	CARHR147120
AT1G47980	CARHR037610
AT4G36980	CARHR245520
AT2G36290	CARHR130550
AT2G18480	CARHR109080
AT1G59530	CARHR283840
AT1G13220	CARHR013600
AT3G47860	CARHR156600
AT5G05610	CARHR207660
AT3G27030	CARHR148250
AT3G24170	CARHR100030
AT1G17210	CARHR017790
AT5G60700	CARHR274380
AT1G66260	CARHR058200
AT1G48450	CARHR038080
AT4G30920	CARHR238810
AT5G07950	CARHR205240
AT5G56980	CARHR270720
AT2G30980	CARHR124500
AT5G02860	CARHR210470
AT5G59990	CARHR273630
AT2G23150	CARHR114360
AT2G26300	CARHR115230
AT5G18930	CARHR194080
AT5G63970	CARHR277890
AT1G02150	CARHR000170
AT1G77480	CARHR071000
AT2G45500	CARHR140690
AT2G16575	CARHR018390
AT4G16130	CARHR222420
AT1G80450	CARHR074800
AT4G26140	CARHR233660
AT5G46840	CARHR174610
AT1G44750	CARHR036000
AT1G49580	CARHR039630
AT4G36180	CARHR244590
AT1G55325	CARHR044980
AT2G22790	CARHR114070
AT5G60370	CARHR274040
AT1G55630	CARHR045330
AT2G22795	CARHR114080
AT1G55320	CARHR044970
AT2G05760	CARHR103360
AT1G22160	CARHR022510
AT5G43710	CARHR179910
AT2G47050	CARHR142410
AT4G35987	CARHR244380
AT5G02500	CARHR210880
AT1G34300	CARHR033770
AT5G61530	CARHR275300
AT4G28980	CARHR236710
AT5G61020	CARHR274730
AT4G27630	CARHR235330
AT2G46890	CARHR142240
AT5G63580	CARHR277450
AT1G51538	CARHR040880
AT3G09140	CARHR083500
AT1G12240	CARHR012540
AT3G09410	CARHR083830
AT1G12244	CARHR012550
AT4G32400	CARHR240320
AT5G02820	CARHR210510
AT5G22130	CARHR191400
AT2G34880	CARHR129030
AT2G02930	CARHR250820
AT1G26420	CARHR025530
AT1G23410	CARHR023850
AT5G48800	CARHR182940
AT5G59480	CARHR285850
AT1G09730	CARHR009700
AT3G15810	CARHR090900
AT1G11910	CARHR012240
AT1G31820	CARHR031160
AT4G27320	CARHR234970
AT5G22880	CARHR190650
AT4G03230	CARHR251680
AT5G55000	CARHR268340
AT1G09080	CARHR008970
AT1G71080	CARHR064370
AT1G06700	CARHR006380
AT2G46090	CARHR141350
AT2G21290	CARHR112160
AT4G24780	CARHR232160
AT4G12230	CARHR254020
AT3G16830	CARHR092090
AT4G02010	CARHR249670
AT1G68080	CARHR060740
AT1G06250	CARHR005810
AT1G12064	CARHR012430
AT3G47710	CARHR156390
AT5G44820	CARHR178050
AT1G12060	CARHR012420
AT1G16030	CARHR016540
AT1G12790	CARHR013100
AT2G43110	CARHR138180
AT1G49320	CARHR039310
AT4G37295	CARHR245690
AT5G06839	CARHR206330
AT5G60950	CARHR274630
AT2G38310	CARHR132900
AT1G07250	CARHR006970
AT2G34770	CARHR128930
AT5G07610	CARHR205550
AT4G17260	CARHR223890
AT2G37280	CARHR132310
AT5G06540	CARHR206660
AT4G27435	CARHR235110
AT1G76750	CARHR070290
AT1G48320	CARHR037940
AT5G65070	CARHR278980
AT5G11330	CARHR201940
AT3G28030	CARHR149650
AT2G30250	CARHR123570
AT5G16470	CARHR196760
AT2G30700	CARHR124200
AT3G10550	CARHR085080
AT1G50660	CARHR040710
AT5G02130	CARHR211230
AT2G38080	CARHR132660
AT5G03980	CARHR209300
AT4G03100	CARHR251530
AT5G16890	CARHR196270
AT2G34410	CARHR128490
AT2G20930	CARHR174210
AT5G57840	CARHR271580
AT5G64700	CARHR278690
AT4G29850	CARHR237750
AT1G29070	CARHR028290
AT5G30510	CARHR185550
AT2G41840	CARHR136930
AT3G50820	CARHR160360
AT5G13530	CARHR199910
AT3G60100	CARHR170410
AT4G03080	CARHR251500
AT4G13190	CARHR218660
AT4G25160	CARHR232550
AT5G20860	CARHR191990
AT5G13020	CARHR200440
AT1G20140	CARHR020650
AT3G56610	CARHR166720
AT5G65250	CARHR279200
AT3G06500	CARHR081040
AT4G28180	CARHR235890
AT4G21670	CARHR228390
AT5G14540	CARHR198770
AT1G42470	CARHR292420
AT1G51950	CARHR042100
AT5G27990	CARHR185680
AT5G16210	CARHR197100
AT5G59720	CARHR273300
AT3G52970	CARHR162870
AT3G52750	CARHR162630
AT4G23882	CARHR231270
AT3G61470	CARHR171810
AT1G70280	CARHR063400
AT3G01410	CARHR075560
AT2G28305	CARHR121210
AT5G40440	CARHR261580
AT2G25260	CARHR116280
AT1G69860	CARHR062940
AT2G39820	CARHR134710
AT1G50360	CARHR040370
AT3G60490	CARHR170870
AT2G17560	CARHR107740
AT1G11260	CARHR011500
AT1G73950	CARHR067060
AT3G51880	CARHR161510
AT1G20720	CARHR021170
AT2G42570	CARHR137710
AT4G10640	CARHR255940
AT5G51200	CARHR118630
AT3G12775	CARHR087310
AT5G10070	CARHR203220
AT5G20810	CARHR192050
AT3G12770	CARHR087300
AT1G71880	CARHR064690
AT4G25590	CARHR233010
AT1G09100	CARHR008990
AT5G11040	CARHR202250
AT5G04420	CARHR208890
AT2G16570	CARHR106760
AT5G37710	CARHR215130
AT4G01090	CARHR249200
AT4G01540	CARHR250130
AT5G58980	CARHR285210
AT1G75500	CARHR068900
AT1G70750	CARHR064010
AT5G11980	CARHR201150
AT1G30670	CARHR030140
AT2G31070	CARHR124600
AT2G44930	CARHR140170
AT3G13850	CARHR088630
AT3G58060	CARHR168380
AT1G61210	CARHR051460
AT5G53300	CARHR266340
AT1G78560	CARHR072050
AT1G61215	CARHR051450
AT4G20070	CARHR226880
AT5G24340	CARHR189110
AT2G42790	CARHR137870
AT5G41390	CARHR212940
AT1G74458	CARHR067730
AT5G38890	CARHR263660
AT4G28720	CARHR236510
AT3G29010	CARHR152100
AT1G04930	CARHR004330
AT3G12480	CARHR086980
AT1G04280	CARHR003610
AT1G52750	CARHR042910
AT1G45249	CARHR036440
AT5G40560	CARHR261420
AT3G50440	CARHR159950
AT5G04390	CARHR208920
AT5G22670	CARHR190910
AT3G18150	CARHR093450
AT2G26680	CARHR118580
AT4G35290	CARHR243610
AT5G12950	CARHR200500
AT5G09920	CARHR203410
AT3G51750	CARHR161380
AT3G22104	CARHR097960
AT2G39020	CARHR133810
AT2G27310	CARHR119880
AT2G25880	CARHR115330
AT2G18360	CARHR108950
AT5G18440	CARHR194580
AT1G46912	CARHR036660
AT3G44710	CARHR151360
AT3G44716	CARHR151480
AT5G05290	CARHR207950
AT2G31610	CARHR125260
AT1G80920	CARHR073560
AT2G35050	CARHR129220
AT3G55990	CARHR166070
AT4G15620	CARHR290030
AT5G35960	CARHR216690
AT1G18660	CARHR019290
AT1G60920	CARHR285170
AT2G24130	CARHR118160
AT3G63260	CARHR291690
AT4G36400	CARHR244730
AT5G39660	CARHR262630
AT5G26860	CARHR186670
AT4G22130	CARHR228960
AT5G66750	CARHR280950
AT1G10130	CARHR010230
AT3G59040	CARHR169450
AT5G16620	CARHR196580
AT4G18380	CARHR225180
AT4G30110	CARHR238020
AT3G52070	CARHR161770
AT5G63750	CARHR277670
AT4G39795	CARHR246910
AT5G54190	CARHR267410
AT5G66280	CARHR281430
AT4G37950	CARHR246370
AT3G11290	CARHR085850
AT1G21450	CARHR021830
AT1G05880	CARHR005420
AT1G05730	CARHR005250
AT5G23140	CARHR190390
AT2G03667	CARHR145990
AT2G44240	CARHR139400
AT5G11790	CARHR201400
AT4G16720	CARHR223250
AT4G31570	CARHR239450
AT1G71520	CARHR291170
AT5G10190	CARHR203100
AT2G18030	CARHR108520
AT5G24420	CARHR189000
AT1G02700	CARHR002000
AT1G25510	CARHR025950
AT3G04200	CARHR078350
AT3G55190	CARHR165210
AT3G02990	CARHR077010
AT2G40550	CARHR135660
AT3G19540	CARHR094960
AT1G04420	CARHR003760
AT3G12950	CARHR087470
AT1G52360	CARHR042500
AT3G52440	CARHR162210
AT4G23520	CARHR230900
AT5G42765	CARHR181710
AT2G40000	CARHR134950
AT2G40630	CARHR135740
AT4G18650	CARHR225510
AT5G42760	CARHR181720
AT3G07010	CARHR081600
AT5G42350	CARHR284980
AT5G54980	CARHR268320
AT1G66070	CARHR058010
AT5G08520	CARHR204470
AT2G45220	CARHR140450
AT3G11900	CARHR086430
AT1G72280	CARHR065120
AT5G40940	CARHR213470
AT4G01895	CARHR249880
AT4G01897	CARHR249870
AT4G01320	CARHR249000
AT4G01890	CARHR249860
AT5G56580	CARHR270270
AT1G08700	CARHR008620
AT2G44065	CARHR114110
AT5G50860	CARHR257390
AT2G41540	CARHR136670
AT2G44790	CARHR140000
AT1G18080	CARHR018660
AT4G09545	CARHR187420
AT5G46470	CARHR175260
AT5G49220	CARHR182420
AT5G14490	CARHR198820
AT3G01530	CARHR075400
AT3G06370	CARHR080890
AT2G24650	CARHR117270
AT2G32030	CARHR125820
AT4G18730	CARHR225580
ATMG01050	CARHR283320
AT5G06930	CARHR206220
AT3G48920	CARHR157720
AT4G16950	CARHR222470
AT5G27730	CARHR186250
AT2G30880	CARHR124360
AT5G05110	CARHR208160
AT1G48840	CARHR038840
AT5G17820	CARHR195350
AT3G25655	CARHR146630
AT1G48660	CARHR032680
AT3G43210	CARHR184560
AT5G63700	CARHR277610
AT1G53580	CARHR043840
AT3G29100	CARHR152300
AT3G56550	CARHR166670
AT2G13370	CARHR105150
AT1G18880	CARHR019530
AT1G29510	CARHR028900
AT1G49130	CARHR039110
AT2G22300	CARHR113530
AT3G46870	CARHR155520
AT1G52980	CARHR043180
AT3G23760	CARHR099750
AT5G44100	CARHR179170
AT4G17980	CARHR224750
AT1G21200	CARHR021650
AT5G10440	CARHR202850
ATCG00160	CARHR281910
AT5G12270	CARHR200830
AT2G19340	CARHR109790
AT4G29450	CARHR237270
AT2G19610	CARHR108310
AT5G41170	CARHR213210
AT3G15370	CARHR090410
AT5G25770	CARHR187640
AT1G79880	CARHR074610
AT3G54340	CARHR164250
AT2G35610	CARHR129800
AT1G54200	CARHR044570
AT5G01270	CARHR211610
AT1G27600	CARHR134200
AT3G20070	CARHR095600
AT5G17790	CARHR195380
AT2G17670	CARHR107900
AT1G01610	CARHR000740
AT3G16900	CARHR092180
AT1G58270	CARHR262730
AT3G11430	CARHR085980
AT4G22690	CARHR229620
AT4G14660	CARHR221020
AT4G22120	CARHR228950
AT3G15710	CARHR090810
AT5G11470	CARHR201750
AT1G61810	CARHR050520
AT2G20450	CARHR111000
AT1G69670	CARHR062660
AT5G11800	CARHR201380
AT1G32440	CARHR031890
AT1G67210	CARHR059670
AT1G67420	CARHR059950
AT1G64510	CARHR046440
AT1G64740	CARHR055410
AT4G29110	CARHR236840
AT5G13670	CARHR199770
AT3G01175	CARHR075870
AT3G57500	CARHR167710
AT1G66100	CARHR180470
AT1G35460	CARHR034220
AT3G26210	CARHR147240
AT4G25315	CARHR232720
AT2G25790	CARHR115450
AT1G03610	CARHR002950
AT4G37160	CARHR245350
AT5G13230	CARHR200220
AT3G45830	CARHR154140
AT4G34350	CARHR242430
AT2G47260	CARHR142660
AT5G47710	CARHR173610
AT4G21800	CARHR228550
AT1G17680	CARHR018280
AT3G08950	CARHR083290
AT1G66920	CARHR059080
AT4G19060	CARHR225960
AT5G56150	CARHR269520
AT3G53830	CARHR163760
AT1G30810	CARHR030280
AT2G40690	CARHR135790
AT1G79770	CARHR074710
AT4G40080	CARHR246540
AT1G06060	CARHR005580
AT2G33340	CARHR127340
AT1G51590	CARHR041740
AT3G59440	CARHR169840
AT2G46790	CARHR142130
AT4G12000	CARHR254280
AT5G39710	CARHR262550
AT3G04090	CARHR078220
AT1G62590	CARHR051150
AT4G22340	CARHR229250
AT4G23690	CARHR231080
AT1G78820	CARHR072390
AT3G25905	CARHR146890
AT4G00872	CARHR045840
AT3G25900	CARHR146880
AT4G37550	CARHR245950
AT1G63245	CARHR048170
AT1G64295	CARHR050300
AT1G11070	CARHR011260
AT3G01311	CARHR075710
AT3G01310	CARHR075720
AT3G05327	CARHR079670
AT5G53070	CARHR266090
AT1G09940	CARHR010060
AT5G55210	CARHR268570
AT3G58100	CARHR168450
AT1G02050	CARHR000290
AT1G17530	CARHR018130
AT5G17510	CARHR195680
AT1G79410	CARHR073070
AT1G20550	CARHR021020
AT5G47630	CARHR173690
AT4G03550	CARHR251980
AT1G26930	CARHR025010
AT2G41740	CARHR136830
AT3G18550	CARHR093920
AT3G24230	CARHR099910
AT1G28200	CARHR027690
AT3G14420	CARHR089350
AT1G71160	CARHR064470
AT4G18960	CARHR225900
AT3G04890	CARHR079160
AT4G21810	CARHR228540
AT1G06390	CARHR006000
AT3G56480	CARHR166600
AT5G08450	CARHR204550
AT4G32870	CARHR240870
AT2G36835	CARHR131290
AT1G16950	CARHR017460
AT1G16480	CARHR016950
AT2G27100	CARHR119470
AT3G63380	CARHR291590
AT3G18440	CARHR093800
AT5G03455	CARHR209870
AT1G05020	CARHR004450
AT5G22260	CARHR191300
AT3G21950	CARHR062000
AT1G04140	CARHR003490
AT1G52560	CARHR042670
AT1G52565	CARHR042690
AT5G61430	CARHR275190
AT5G13490	CARHR199950
AT3G53340	CARHR163230
AT5G23240	CARHR190300
AT5G55610	CARHR268920
AT5G65620	CARHR279570
AT3G62010	CARHR172360
AT2G46130	CARHR141410
AT3G16520	CARHR091730
AT2G24550	CARHR117460
AT4G08350	CARHR259450
AT2G23950	CARHR184630
AT5G16040	CARHR197270
AT5G12010	CARHR201120
AT2G14850	CARHR284860
AT1G11915	CARHR012250
AT1G50580	CARHR040580
AT4G19630	CARHR120100
AT1G12470	CARHR012770
AT3G55920	CARHR166010
AT4G38495	CARHR294230
AT3G54800	CARHR164740
AT1G23600	CARHR024070
AT4G13600	CARHR219270
AT4G17690	CARHR224410
AT5G43520	CARHR180110
AT1G80150	CARHR074340
AT4G13710	CARHR219500
AT5G21105	CARHR191760
AT2G02740	CARHR145170
AT4G01870	CARHR249830
AT1G75080	CARHR068400
AT1G07620	CARHR007410
AT5G53460	CARHR266580
AT1G23350	CARHR023800
AT1G27850	CARHR027310
AT5G26100	CARHR187380
AT2G42960	CARHR138020
AT5G20140	CARHR192690
AT1G63500	CARHR047870
AT4G04320	CARHR253140
AT4G21110	CARHR227700
AT1G52695	CARHR179860
AT1G67940	CARHR060600
AT1G52690	CARHR042820
AT5G50230	CARHR258380
AT4G12910	CARHR218250
AT4G24190	CARHR231600
AT1G10300	CARHR010400
AT3G04430	CARHR001510
AT3G56400	CARHR166530
AT1G30360	CARHR029750
AT5G45390	CARHR176680
AT4G13330	CARHR218870
AT1G06930	CARHR006610
AT5G59910	CARHR273520
AT4G35660	CARHR244010
AT2G13610	CARHR104790
AT2G37790	CARHR131740
AT3G20530	CARHR096290
ATMG01040	CARHR283310
ATMG00600	CARHR282970
AT4G08550	CARHR259580
AT5G27850	CARHR186330
AT1G21600	CARHR021960
AT3G51660	CARHR161260
AT5G37010	CARHR216000
AT5G06120	CARHR206820
AT1G75260	CARHR068590
AT5G53742	CARHR154350
AT3G13360	CARHR087980
AT1G70560	CARHR063770
AT3G09090	CARHR083470
AT5G03720	CARHR209580
AT4G02725	CARHR251060
AT1G76280	CARHR069840
AT3G48330	CARHR157070
AT3G12540	CARHR087040
AT1G31310	CARHR030770
AT1G04635	CARHR003990
AT1G66410	CARHR058380
AT3G62240	CARHR172570
AT1G74020	CARHR067160
AT5G22370	CARHR191160
AT1G04630	CARHR003980
AT3G56290	CARHR166450
AT2G38690	CARHR133360
AT5G53120	CARHR266150
AT2G38695	CARHR133370
AT3G15450	CARHR090500
AT5G38970	CARHR263500
AT5G19630	CARHR193280
AT4G39960	CARHR246720
AT4G34570	CARHR242830
AT1G68330	CARHR061040
AT5G11960	CARHR201170
AT1G08930	CARHR008840
AT4G05060	CARHR252490
AT2G30060	CARHR123360
AT5G15940	CARHR197370
AT3G28345	CARHR292620
AT5G19180	CARHR193770
AT2G20210	CARHR110700
AT1G19450	CARHR020030
AT5G50090	CARHR258540
AT1G19100	CARHR019690
AT4G01150	CARHR249130
AT4G26450	CARHR234010
AT4G20940	CARHR227500
AT4G02600	CARHR250890
AT1G15170	CARHR015690
ATMG01150	CARHR283390
AT5G15530	CARHR197780
AT2G31440	CARHR125090
AT5G18320	CARHR194740
AT5G11890	CARHR201270
AT3G15580	CARHR090660
AT1G57720	CARHR054460
AT2G37870	CARHR132420
AT5G17620	CARHR195560
AT2G25150	CARHR267230
AT2G47900	CARHR143290
AT2G24450	CARHR117610
AT2G32930	CARHR126860
AT2G02040	CARHR144670
AT2G43960	CARHR131720
AT5G14110	CARHR199230
AT5G54310	CARHR267620
AT5G07290	CARHR205860
AT1G01370	CARHR001070
AT2G35580	CARHR129760
AT3G25480	CARHR101780
AT3G21610	CARHR097580
AT2G35585	CARHR129770
AT1G05810	CARHR005340
AT3G46350	CARHR154800
AT3G10080	CARHR084580
AT3G58160	CARHR168530
AT2G04515	CARHR102400
AT5G22010	CARHR191520
AT1G53770	CARHR044080
AT3G49730	CARHR158820
AT1G53800	CARHR044090
AT5G58420	CARHR272250
AT3G52560	CARHR162340
AT4G27070	CARHR234720
AT2G41040	CARHR136150
AT2G06510	CARHR103830
AT5G25190	CARHR188290
AT2G28440	CARHR121400
AT4G31740	CARHR286350
AT4G11260	CARHR255330
AT1G61660	CARHR050690
AT4G22980	CARHR230040
AT3G23300	CARHR099270
AT1G61667	CARHR050670
AT4G20440	CARHR227270
AT5G22480	CARHR191050
AT5G66230	CARHR281500
AT4G39235	CARHR247460
AT2G26980	CARHR119230
AT3G55690	CARHR165790
AT5G49430	CARHR182110
AT3G20210	CARHR095800
AT3G07460	CARHR082110
AT5G58340	CARHR272150
AT1G74530	CARHR067810
AT4G33450	CARHR241510
AT5G02390	CARHR211020
AT3G24650	CARHR100970
AT5G23420	CARHR190090
AT1G21860	CARHR022200
AT1G27470	CARHR027080
AT4G15236	CARHR221950
AT5G51020	CARHR257170
AT2G20680	CARHR111320
AT1G01110	CARHR001350
AT3G11590	CARHR086140
AT3G63110	CARHR173420
AT5G67410	CARHR280190
AT5G09550	CARHR203840
AT1G15790	CARHR016300
AT3G22590	CARHR098480
AT5G45290	CARHR176850
AT4G32510	CARHR240430
AT2G01940	CARHR144550
AT5G18580	CARHR194440
AT1G69060	CARHR061940
ATMG01260	CARHR283460
AT2G41220	CARHR136310
AT4G20990	CARHR227540
AT5G60070	CARHR273690
AT2G36580	CARHR130870
AT5G01850	CARHR212200
AT1G14220	CARHR014640
AT1G18270	CARHR018830
AT1G14550	CARHR015040
AT5G46280	CARHR175520
AT1G61000	CARHR052070
AT3G02520	CARHR076520
AT5G10140	CARHR203150
AT3G24820	CARHR101170
AT3G16240	CARHR091430
AT1G13790	CARHR014180
AT1G13020	CARHR013350
AT1G79960	CARHR074530
AT3G07200	CARHR081850
AT1G17050	CARHR017580
AT1G43790	CARHR035480
AT3G11730	CARHR086280
AT5G17490	CARHR195710
AT1G05270	CARHR004740
AT2G39950	CARHR134870
AT3G22370	CARHR098260
AT4G39650	CARHR247080
AT4G22590	CARHR229480
AT2G04160	CARHR102070
AT3G13420	CARHR088030
AT5G63110	CARHR276930
AT2G23790	CARHR184820
AT1G62290	CARHR049830
AT1G50870	CARHR040900
AT1G77130	CARHR070610
AT1G77640	CARHR071150
AT1G05610	CARHR005110
AT3G55030	CARHR165050
AT4G00880	CARHR249450
AT2G27480	CARHR120130
AT3G44900	CARHR151110
AT4G36210	CARHR244610
AT1G59510	CARHR283880
AT1G18410	CARHR019010
AT5G25900	CARHR187520
AT3G28690	CARHR286640
AT2G21620	CARHR112610
AT2G40790	CARHR135890
AT1G22985	CARHR023360
AT5G49650	CARHR293240
AT3G47840	CARHR156560
AT1G28050	CARHR027500
AT5G25090	CARHR188410
AT1G48300	CARHR037910
AT1G32580	CARHR032020
AT1G76360	CARHR069910
AT1G32850	CARHR032190
AT1G32583	CARHR032030
AT1G32585	CARHR032050
AT3G49990	CARHR159060
AT4G16442	CARHR222810
AT2G44470	CARHR150030
AT5G24360	CARHR189060
AT4G16110	CARHR290740
AT4G16447	CARHR222830
AT2G36130	CARHR130370
AT1G73560	CARHR066580
AT5G46860	CARHR174590
AT4G18465	CARHR225310
AT1G02130	CARHR000200
AT1G55610	CARHR045310
AT1G55340	CARHR045000
AT4G26120	CARHR233640
AT5G42150	CARHR284720
AT1G22180	CARHR022530
AT2G47070	CARHR142430
AT4G27680	CARHR235410
AT1G35670	CARHR034460
AT3G03920	CARHR078040
AT4G23750	CARHR231150
AT1G15890	CARHR215210
AT5G44840	CARHR178040
AT1G03840	CARHR003170
AT1G09550	CARHR009520
AT5G20190	CARHR192630
AT4G38150	CARHR293910
AT2G46300	CARHR141580
AT5G51740	CARHR264600
AT3G09430	CARHR083840
AT1G62430	CARHR049460
AT1G67400	CARHR059920
AT4G02780	CARHR251150
AT4G27610	CARHR235310
AT1G80380	CARHR074130
AT3G09120	CARHR107070
AT1G12260	CARHR012570
AT1G23160	CARHR023600
AT5G61760	CARHR275520
AT5G50650	CARHR257330
AT4G32460	CARHR240370
AT4G16780	CARHR223400
AT5G52240	CARHR265170
AT4G26690	CARHR234300
AT3G28050	CARHR149680
AT2G02910	CARHR145340
AT5G47370	CARHR174030
AT1G63520	CARHR047860
AT1G35580	CARHR034370
AT5G55020	CARHR268350
AT3G15290	CARHR090270
AT1G09710	CARHR009680
AT5G05630	CARHR207650
AT1G17940	CARHR018560
AT4G03965	CARHR253430
AT1G17230	CARHR017840
AT5G43080	CARHR180910
AT4G03960	CARHR253440
AT4G02560	CARHR250850
AT1G06230	CARHR005770
AT2G03350	CARHR145700
AT1G06720	CARHR006400
AT5G06670	CARHR206540
AT1G16540	CARHR017020
AT1G12040	CARHR012400
AT1G16010	CARHR016500
AT5G06850	CARHR206320
AT1G49300	CARHR039290
AT4G03020	CARHR251410
AT4G38920	CARHR247840
AT1G55960	CARHR045700
AT1G29890	CARHR029550
AT2G18540	CARHR109140
AT2G34750	CARHR128910
AT4G05470	CARHR252070
AT1G23290	CARHR023730
AT5G07475	CARHR205660
AT5G59310	CARHR285680
AT2G20650	CARHR111300
AT3G19895	CARHR095420
AT2G27740	CARHR120440
AT1G31500	CARHR287020
AT5G63140	CARHR276980
AT3G46460	CARHR155370
AT3G19890	CARHR095410
AT1G03260	CARHR002560
AT5G25010	CARHR188450
AT1G76770	CARHR070310
AT4G08180	CARHR259310
AT1G09575	CARHR009550
AT4G17240	CARHR223850
AT4G16563	CARHR223040
AT4G21470	CARHR228140
AT5G60100	CARHR273730
AT2G28310	CARHR121230
AT5G17260	CARHR195950
AT5G16800	CARHR196360
AT1G51510	CARHR041670
AT3G47590	CARHR156250
AT1G58025	CARHR054180
AT2G35800	CARHR130060
AT5G02110	CARHR211250
AT5G62540	CARHR276320
AT5G16180	CARHR197120
AT2G30270	CARHR123590
AT5G22110	CARHR191420
AT1G50640	CARHR040690
AT3G14010	CARHR088820
AT1G29090	CARHR028400
AT3G29350	CARHR154050
AT5G45070	CARHR177610
AT4G10620	CARHR255950
AT3G57670	CARHR167890
AT3G01780	CARHR075150
AT3G50800	CARHR160340
AT5G64720	CARHR278710
AT5G55680	CARHR269000
AT4G33330	CARHR241380
AT5G10240	CARHR203060
AT4G25100	CARHR232490
AT1G11790	CARHR012130
AT2G32690	CARHR126580
AT5G26660	CARHR186890
AT3G27110	CARHR148330
AT5G13000	CARHR200460
AT1G20120	CARHR020610
AT4G38170	CARHR293920
AT3G60120	CARHR170430
AT3G06830	CARHR081440
AT1G30170	CARHR037140
AT4G21610	CARHR228320
AT3G13890	CARHR088690
AT5G20990	CARHR191850
AT5G36100	CARHR216660
AT5G52880	CARHR265820
AT4G12210	CARHR256630
AT5G40330	CARHR261770
AT4G12740	CARHR218120
AT1G34180	CARHR033690
AT5G32450	CARHR217120
AT4G39150	CARHR247600
AT3G52770	CARHR162650
AT5G62760	CARHR276550
AT5G62090	CARHR275880
AT3G61450	CARHR171790
AT1G75690	CARHR069090
AT1G23830	CARHR024230
AT1G58520	CARHR283920
AT3G52950	CARHR162830
AT3G01430	CARHR075540
AT2G17260	CARHR293600
AT2G28320	CARHR121250
AT3G01435	CARHR075530
AT3G61180	CARHR171490
AT3G21540	CARHR097490
AT4G14550	CARHR220760
AT1G11240	CARHR011470
AT5G23270	CARHR190270
AT5G05200	CARHR208040
AT2G42220	CARHR137260
AT2G18740	CARHR109330
AT4G39280	CARHR247410
AT4G14746	CARHR221240
AT5G55970	CARHR269340
AT4G25870	CARHR233340
AT5G38700	CARHR001970
AT1G53000	CARHR043220
AT3G12710	CARHR087230
AT1G73930	CARHR067040
AT2G38060	CARHR132640
AT5G24900	CARHR188540
AT3G63480	CARHR291490
AT3G18760	CARHR094150
AT3G06780	CARHR081420
AT5G16450	CARHR196810
AT3G10572	CARHR085110
AT1G71200	CARHR064500
AT3G10570	CARHR085090
AT1G65150	CARHR146870
AT1G52870	CARHR043090
AT2G14820	CARHR284790
AT5G09630	CARHR203750
AT1G15540	CARHR016100
AT2G31050	CARHR124730
AT5G17040	CARHR196140
AT3G13000	CARHR087550
AT2G28510	CARHR121520
AT3G61230	CARHR171530
AT3G14180	CARHR089050
AT3G61980	CARHR172340
AT1G70000	CARHR063100
AT1G78580	CARHR072070
AT3G54120	CARHR164000
AT4G20050	CARHR226860
AT5G03570	CARHR209750
AT2G31580	CARHR008820
AT4G38790	CARHR247940
AT2G29350	CARHR122440
AT3G02200	CARHR076170
AT5G44720	CARHR178180
AT4G28700	CARHR236470
AT5G44750	CARHR178150
AT1G79190	CARHR072840
AT2G45380	CARHR140580
AT1G52730	CARHR042870
AT4G28706	CARHR236490
AT3G51940	CARHR161570
AT5G67540	CARHR280060
AT3G53570	CARHR163480
AT5G38560	CARHR213940
AT3G28470	CARHR292490
AT2G29630	CARHR122950
AT4G30350	CARHR238250
AT5G12970	CARHR200490
AT2G33560	CARHR127580
AT2G06040	CARHR103720
AT3G50860	CARHR160410
AT5G16230	CARHR197080
AT2G48060	CARHR143440
AT2G29180	CARHR122460
AT4G35860	CARHR244230
AT5G01220	CARHR211550
AT2G28850	CARHR122010
AT5G18460	CARHR194560
AT3G60870	CARHR171260
AT5G66940	CARHR280760
AT3G44730	CARHR151450
AT3G27010	CARHR148200
AT1G80940	CARHR073510
AT5G24620	CARHR188830
AT5G15760	CARHR197570
AT2G31955	CARHR125690
AT1G26240	CARHR025670
AT1G18640	CARHR019270
AT3G44220	CARHR152680
AT5G35690	CARHR217000
AT5G51490	CARHR264260
AT5G25500	CARHR187880
AT3G19380	CARHR094780
AT4G26900	CARHR234510
